5.446156859397888184e-01,-2.723870277404785156e-01
3.772249072790145874e-02,-1.007933318614959717e-01
1.153200566768646240e-01,4.661864042282104492e-01
-9.767957329750061035e-01,-1.173043012619018555e+00
4.045877754688262939e-01,5.323166251182556152e-01
3.829377591609954834e-01,-8.921260237693786621e-01
3.278203904628753662e-01,2.938783168792724609e-01
2.427754104137420654e-01,6.222020387649536133e-01
-5.127434730529785156e-01,-4.115541279315948486e-01
-6.624758243560791016e-01,4.282047748565673828e-01
1.039969086647033691e+00,8.653178811073303223e-01
4.957430958747863770e-01,1.121580719947814941e+00
9.931088238954544067e-02,-8.417517542839050293e-01
-1.060072779655456543e+00,-8.158059716224670410e-01
8.911790251731872559e-01,-9.672942687757313251e-04
6.458864808082580566e-01,-6.595005393028259277e-01
9.398808479309082031e-01,-1.097050189971923828e+00
-5.640347599983215332e-01,6.679398417472839355e-01
2.768756747245788574e-01,4.207748919725418091e-02
-9.244535565376281738e-01,7.602043151855468750e-01
-1.314460113644599915e-02,-6.676794588565826416e-02
-1.303432345390319824e+00,1.423545598983764648e+00
7.179508209228515625e-01,6.775596737861633301e-01
-1.114088892936706543e+00,-1.056694507598876953e+00
7.470150589942932129e-01,-1.694325208663940430e-01
-6.913902163505554199e-01,1.545279324054718018e-01
-6.561439037322998047e-01,-6.045655608177185059e-01
-1.235279560089111328e+00,-1.274844765663146973e+00
-5.427269935607910156e-01,-1.592891961336135864e-01
-4.635208547115325928e-01,-8.424395322799682617e-01
1.338324099779129028e-01,-4.140144884586334229e-01
-7.174044847488403320e-02,1.547434628009796143e-01
-8.801866769790649414e-01,1.314791202545166016e+00
1.066971898078918457e+00,5.436208248138427734e-01
8.132166266441345215e-01,3.129093348979949951e-01
1.101180076599121094e+00,7.799676656723022461e-01
9.840867519378662109e-01,1.383643269538879395e+00
9.343302845954895020e-01,2.068828195333480835e-01
-2.933488190174102783e-01,-3.384623527526855469e-01
-2.591431736946105957e-01,4.895515367388725281e-02
-5.826486945152282715e-01,9.975610375404357910e-01
-1.739935725927352905e-01,2.730521857738494873e-01
-3.101919591426849365e-02,1.190033316612243652e+00
-1.254349201917648315e-01,5.544512271881103516e-01
-2.825973629951477051e-01,-2.922377586364746094e-01
-2.830726206302642822e-01,3.759638071060180664e-01
-1.075460433959960938e+00,7.103638052940368652e-01
-9.629486203193664551e-01,-1.194705724716186523e+00
-4.801562726497650146e-01,2.264213711023330688e-01
3.603967726230621338e-01,8.923400193452835083e-02
1.609435439109802246e+00,1.640397071838378906e+00
3.175916075706481934e-01,-3.659332394599914551e-01
4.427116215229034424e-01,2.399272620677947998e-01
7.621996998786926270e-01,-4.430636167526245117e-01
-1.990102976560592651e-01,-3.847890496253967285e-01
-1.689737439155578613e-01,1.693340688943862915e-01
1.355787515640258789e+00,-9.076129198074340820e-01
-2.327483892440795898e-01,-4.256901741027832031e-01
2.061722278594970703e-01,-6.680690646171569824e-01
-7.498493194580078125e-01,5.698936581611633301e-01
-7.661424279212951660e-01,6.754176020622253418e-01
-8.978973627090454102e-01,-8.562004566192626953e-02
5.893236398696899414e-01,-9.381864070892333984e-01
7.335948944091796875e-01,4.664153456687927246e-01
5.651041865348815918e-02,5.455483123660087585e-02
-1.121785283088684082e+00,-4.563832879066467285e-01
-7.512809634208679199e-01,4.441753625869750977e-01
-9.345754384994506836e-01,4.767968058586120605e-01
6.323260068893432617e-01,-4.112963974475860596e-01
2.397673130035400391e-01,-1.770578175783157349e-01
-4.022871851921081543e-01,9.123696088790893555e-01
1.337008237838745117e+00,-1.570865273475646973e+00
-8.265371918678283691e-01,-3.295378983020782471e-01
5.298256874084472656e-01,3.586575686931610107e-01
-7.067512869834899902e-01,4.437474906444549561e-01
5.842264294624328613e-01,-6.112519502639770508e-01
2.686564922332763672e-01,2.487493455410003662e-01
1.125140711665153503e-01,8.521170616149902344e-01
1.298635303974151611e-01,-7.053120136260986328e-01
-2.097931802272796631e-01,-5.814752578735351562e-01
-1.290696024894714355e+00,2.410720139741897583e-01
-7.273413538932800293e-01,2.361756712198257446e-01
1.257323265075683594e+00,-6.494301557540893555e-01
2.445207536220550537e-01,-5.916757583618164062e-01
5.125131607055664062e-01,-3.851757645606994629e-01
3.918220698833465576e-01,-2.598836421966552734e-01
-7.162074446678161621e-01,-4.899829924106597900e-01
-2.349392473697662354e-01,-5.210654735565185547e-01
1.051592469215393066e+00,9.862478375434875488e-01
-1.667368561029434204e-01,5.786603689193725586e-01
5.781934857368469238e-01,2.716363668441772461e-01
5.134214758872985840e-01,-8.677020668983459473e-01
-1.766171306371688843e-01,-6.227881908416748047e-01
-4.237236380577087402e-01,-1.433910578489303589e-01
-3.016146421432495117e-01,-1.565833687782287598e-01
-2.275486737489700317e-01,-3.931376338005065918e-01
-2.326647043228149414e-01,4.206787347793579102e-01
2.902293801307678223e-01,-1.056827306747436523e-01
-3.086248934268951416e-01,8.425645828247070312e-01
-8.959780335426330566e-01,2.887412011623382568e-01
-6.044172644615173340e-01,7.820509076118469238e-01
3.891172707080841064e-01,-2.526801228523254395e-01
