1.586001325283533436e+00,7.869019417622264978e-01,6.618425424673390900e-01,1.634202722589937595e+00,8.817621875896433092e-01,1.450053720954575409e+00,1.326169840925737642e+00,1.546659386688556403e-01,7.799772545595282658e-01,1.310349236045043275e+00,8.311356828598729374e-01,2.363201752423795543e-01,4.366385923544651715e-01,1.013440746398107661e+00,1.901439884440853101e+00
8.708686721323408153e-02,5.557955729123791322e-01,1.551631159583036546e+00,1.456331951264546953e+00,1.623253044829408021e+00,1.631225408347042105e+00,1.152338318344125589e+00,4.799384592563362140e-01,-2.789027888686281820e-01,3.862764489474462271e-01,-1.975358883957336054e-01,1.097696488093932610e+00,1.561661259620141351e+00,1.990288087362518388e-01,9.194379363081920387e-01
3.654279635938210702e-01,1.038816183184688935e+00,1.102498251232385318e+00,3.091935122749097098e-01,6.950738268305577394e-01,6.522791402127582350e-01,8.473934762690955580e-01,1.630616594540940323e+00,7.704578094338850880e-01,1.033351313712658870e+00,4.850975346038237379e-02,1.935144507288236726e+00,1.814880459534075952e+00,1.507012108254489613e+00,-5.273019471145888870e-01
1.160849612303869849e+00,7.641028436190158146e-01,9.473183595780070299e-01,1.189731850367805155e+00,1.178033715501763723e+00,5.799729744285523347e-01,1.713394177432745691e+00,5.211321989670707477e-01,1.251585472744699112e+00,8.207739673868738040e-01,1.560054500772347197e+00,2.070705478602283822e-01,1.537330201244558436e+00,8.094214801314210117e-01,1.003989049675611867e+00
4.112254473335253957e-01,3.777791017190625378e-01,1.120467770274279795e+00,2.994235237099852065e-01,1.152485380866744125e+00,8.094869143900891295e-01,-1.350116904848170929e-01,1.372107139596329128e+00,1.806720480837149534e+00,4.343514292920176989e-01,2.033854322668905645e+00,1.260112984680342274e+00,-9.767888383408541708e-01,8.049353247349105844e-01,1.015612352664976153e-01
2.573864979122875707e-01,8.622106225525840717e-01,7.334637434937752998e-01,7.415578451273545646e-01,8.421500973364436371e-01,-1.676000688965899044e-01,1.383541418110506127e+00,1.241794073517501262e+00,1.551259153036612881e+00,1.262962294580778133e+00,6.608309063581769838e-01,1.271515985410767824e+00,1.365516958123744740e-01,1.287951132644456154e+00,1.323054289714341136e+00
2.761650627969467919e+00,1.181508050169679969e+00,-2.059613641746586288e-01,2.920549449064854808e-01,1.280443295824858607e+00,8.359245584327739120e-01,4.964779493612018202e-01,2.214225918564586504e+00,1.303542904407154701e+00,2.019069218764555362e+00,2.146569269822126369e+00,1.337866770672110350e+00,1.202212778553356731e+00,7.555507189038652704e-01,7.121635894788626020e-01
1.596056843860977459e+00,8.708154347549988961e-01,7.634227452263224745e-01,1.070789412073995139e+00,3.391457736405271706e-01,3.913168434304650778e-01,8.008444651003399084e-01,8.757232167197388506e-01,9.675170502022575336e-01,2.316382613463920936e-01,4.733262558071692494e-01,7.051703772924198255e-01,1.172625960543555834e+00,9.551165474424154755e-01,7.214982057225812762e-01
1.859939769440747126e+00,6.989159580601253530e-02,8.135932402256678131e-01,1.324707507317253841e+00,1.164447010029407981e+00,2.898602351969948643e+00,7.610762167282880686e-01,9.290776902944725135e-01,9.744848597533974921e-01,1.629854208868594778e+00,3.327121322406472181e-01,1.586132639528465837e+00,1.309671609884227872e-01,8.360173034047896357e-01,1.320880721885864029e+00
3.451984580564503857e-01,1.326588011964819902e+00,1.598108891784030261e+00,7.873043806730132266e-01,5.797862075719614205e-01,1.714258107310202561e-01,1.764289883467651920e+00,1.294009288505492572e+00,1.213043425415763377e+00,1.011473724705530319e+00,1.948392647988675730e+00,1.080627631266957156e+00,2.000711921502547952e+00,9.188332750516770009e-01,6.723277324256563547e-01
