-3.367062807083129883e-01,-3.464015722274780273e-01,-1.324913948774337769e-01,1.277563422918319702e-01,-5.814741551876068115e-02,-4.717883840203285217e-02,-6.072416901588439941e-01,-3.123732507228851318e-01,5.096895098686218262e-01,1.346595585346221924e-03,3.236524760723114014e-02
-3.067745864391326904e-01,-3.686976730823516846e-01,-1.210919767618179321e-01,-4.104889929294586182e-01,6.523254327476024628e-03,-5.639579296112060547e-01,2.831569910049438477e-01,-9.020541608333587646e-02,-3.265996575355529785e-01,1.879223436117172241e-01,-1.959563344717025757e-01
-3.547547459602355957e-01,-8.371291309595108032e-02,1.786743402481079102e-01,8.156663924455642700e-02,1.020777672529220581e-01,4.976027011871337891e-01,-1.571488678455352783e-01,-4.650989472866058350e-01,-1.509766876697540283e-01,-8.564897626638412476e-02,5.471680760383605957e-01
-2.679701745510101318e-01,2.233377695083618164e-01,-5.563728809356689453e-01,3.456282317638397217e-01,-5.885149911046028137e-02,1.106399148702621460e-01,-3.837954252958297729e-02,2.821244597434997559e-01,-5.808208584785461426e-01,-2.115926146507263184e-02,-1.213667392730712891e-01
-1.669779419898986816e-02,3.705138862133026123e-01,1.460712589323520660e-02,-4.931455850601196289e-01,3.089358508586883545e-01,2.960121333599090576e-01,-2.906461060047149658e-01,-2.995929121971130371e-01,-4.782254099845886230e-01,4.515983164310455322e-02,-1.760689765214920044e-01
-1.345259100198745728e-01,-8.099851608276367188e-01,-6.443651765584945679e-02,-2.467806339263916016e-01,4.617058336734771729e-01,-1.343937069177627563e-01,-1.669626682996749878e-02,-1.482498645782470703e-01,7.442083954811096191e-02,3.859881311655044556e-02,-1.596448384225368500e-02
-3.013981580734252930e-01,-2.551339268684387207e-01,-5.365898460149765015e-02,-2.989210784435272217e-01,-2.430344521999359131e-01,-4.043810069561004639e-01,-1.343048810958862305e-01,-9.971451945602893829e-03,6.965246200561523438e-01,-1.586970686912536621e-01,2.783080190420150757e-02
1.055003777146339417e-01,-3.515756428241729736e-01,7.285131514072418213e-02,9.223163127899169922e-02,4.410267621278762817e-02,5.206899642944335938e-01,-4.343477487564086914e-01,2.174552716314792633e-02,-1.032252013683319092e-01,-5.274033546447753906e-01,-3.169331550598144531e-01
-1.425344794988632202e-01,-1.579977273941040039e-01,-1.934949010610580444e-01,6.701764464378356934e-02,1.946465671062469482e-01,-1.132495179772377014e-01,-2.810400165617465973e-02,6.492523550987243652e-01,3.793827891349792480e-01,-2.259357720613479614e-01,4.947522580623626709e-01
3.470939397811889648e-01,-2.270990163087844849e-01,-4.934907853603363037e-01,4.981473982334136963e-01,-3.989353179931640625e-01,-1.364713311195373535e-01,1.137921512126922607e-01,-5.643340945243835449e-02,1.607359349727630615e-01,1.923751831054687500e-02,-3.408145606517791748e-01
-1.917234659194946289e-01,2.488977164030075073e-01,2.566132508218288422e-02,-3.369074761867523193e-01,8.008966594934463501e-02,7.552354037761688232e-02,2.186138629913330078e-01,5.707772374153137207e-01,-4.691755175590515137e-01,-4.075315296649932861e-01,-1.233794093132019043e-01
4.045875668525695801e-01,3.711418509483337402e-01,-1.215615868568420410e-01,-4.704989492893218994e-01,-2.676637172698974609e-01,8.337918668985366821e-02,3.223202526569366455e-01,2.179052829742431641e-01,-3.652536273002624512e-01,3.094387352466583252e-01,5.730906873941421509e-02
3.997270464897155762e-01,9.445886313915252686e-02,2.518118321895599365e-01,7.196605950593948364e-02,-4.786732196807861328e-01,1.298631280660629272e-01,1.993266940116882324e-01,4.198835194110870361e-01,-9.570105373859405518e-02,-4.930645823478698730e-01,2.200240939855575562e-01
-5.139592885971069336e-01,6.955263763666152954e-02,-3.199911415576934814e-01,-3.491948246955871582e-01,2.949170172214508057e-01,3.098303079605102539e-01,-1.003693789243698120e-02,3.691264241933822632e-02,-4.547905623912811279e-01,2.320648580789566040e-01,-2.481013536453247070e-01
-3.259887099266052246e-01,5.683909654617309570e-01,9.242456406354904175e-02,-9.068767726421356201e-02,-1.473125666379928589e-01,-6.103306412696838379e-01,-7.578973658382892609e-03,-1.028060540556907654e-01,8.918216824531555176e-02,2.808018326759338379e-01,2.495248764753341675e-01
5.119002461433410645e-01,7.029452361166477203e-03,-5.737720131874084473e-01,-1.011784002184867859e-01,2.653425931930541992e-01,-1.225256845355033875e-01,-2.644582688808441162e-01,-3.697392046451568604e-01,1.718094795942306519e-01,-2.433807700872421265e-01,-1.328167319297790527e-01
-4.886320233345031738e-02,-3.837181329727172852e-01,-2.747793793678283691e-01,5.731523036956787109e-01,-5.163472890853881836e-01,2.508870363235473633e-01,-7.625846657902002335e-03,7.465792447328567505e-02,3.038949966430664062e-01,1.214586421847343445e-01,-6.380037218332290649e-02
-3.809170797467231750e-03,-1.369221135973930359e-02,1.705028712749481201e-01,-2.582269310951232910e-01,5.092514157295227051e-01,-3.646090626716613770e-01,-5.224988460540771484e-01,-1.887885183095932007e-01,6.469772011041641235e-02,-2.591038867831230164e-02,4.452702105045318604e-01
1.433841884136199951e-01,-7.738143801689147949e-01,2.453763224184513092e-02,1.589241921901702881e-01,2.243903279304504395e-02,-9.267792850732803345e-02,2.156027555465698242e-01,6.065242458134889603e-03,5.218629240989685059e-01,7.933458685874938965e-02,1.433331221342086792e-01
7.488228380680084229e-03,-3.749776482582092285e-01,-1.320928335189819336e-01,-5.213649868965148926e-01,-2.716330587863922119e-01,-9.069649130105972290e-02,2.956804633140563965e-01,3.884947299957275391e-01,-1.048736274242401123e-02,-4.965620636940002441e-01,5.491991341114044189e-02
-1.265735924243927002e-01,-3.454962670803070068e-01,8.941593766212463379e-02,-2.541702389717102051e-01,-5.942361950874328613e-01,2.293500304222106934e-01,-5.412704870104789734e-02,-1.772864758968353271e-01,-3.796980679035186768e-01,-2.057741731405258179e-01,4.067205190658569336e-01
-3.764808773994445801e-01,-7.533188909292221069e-02,-4.001564383506774902e-01,1.472653746604919434e-01,-1.305132508277893066e-01,-8.557438850402832031e-02,3.914363682270050049e-03,-9.735382348299026489e-02,4.972422420978546143e-01,5.190597176551818848e-01,3.467742204666137695e-01
-2.334902286529541016e-01,4.781922325491905212e-04,2.470633685588836670e-01,-2.464396506547927856e-01,-4.962808787822723389e-01,-2.669054865837097168e-01,-1.294186711311340332e-01,3.702653944492340088e-01,-4.943026006221771240e-01,-1.840251982212066650e-01,2.722681462764739990e-01
-2.137177139520645142e-01,3.603425920009613037e-01,-1.817926615476608276e-01,-4.268773272633552551e-02,-4.647577702999114990e-01,-2.081964313983917236e-01,-2.953725159168243408e-01,-2.266096696257591248e-02,2.380620241165161133e-01,3.584702312946319580e-01,-5.072757601737976074e-01
-3.607544898986816406e-01,-4.170132875442504883e-01,-4.899419248104095459e-01,1.605409942567348480e-02,-1.429908871650695801e-01,5.011579990386962891e-01,-7.252350449562072754e-02,1.697108596563339233e-01,-1.637755632400512695e-01,3.463172912597656250e-01,5.683264136314392090e-02
6.141806840896606445e-01,1.550996303558349609e-01,3.188256621360778809e-01,8.861023932695388794e-02,1.532044559717178345e-01,2.939888508990406990e-03,-3.107752501964569092e-01,-1.482234522700309753e-02,-1.811974942684173584e-01,-5.078479647636413574e-01,2.796454429626464844e-01
6.281340122222900391e-01,-1.380171030759811401e-01,4.736701250076293945e-01,1.787606179714202881e-01,-3.080048263072967529e-01,2.434577345848083496e-01,-1.111768931150436401e-01,4.055235162377357483e-02,-3.457534909248352051e-01,9.345100820064544678e-02,-1.834619492292404175e-01
-1.626860797405242920e-01,-3.061518073081970215e-01,-1.945284903049468994e-01,-6.334385871887207031e-01,2.404552549123764038e-01,-4.756980836391448975e-01,2.130322009325027466e-01,1.364354696124792099e-02,3.283534348011016846e-01,-2.620413899421691895e-02,5.039473995566368103e-02
2.325849235057830811e-01,4.168259501457214355e-01,-3.359193801879882812e-01,-1.530584692955017090e-01,3.729380667209625244e-02,-8.679331839084625244e-02,4.721072614192962646e-01,2.294561117887496948e-01,1.536146402359008789e-01,-2.549291551113128662e-01,-5.126850605010986328e-01
-8.867868781089782715e-02,-2.700537145137786865e-01,-1.420874446630477905e-01,-1.788938939571380615e-01,-4.150638878345489502e-01,1.915004402399063110e-01,-3.182926401495933533e-02,5.379959940910339355e-01,4.807662367820739746e-01,9.041669964790344238e-02,3.581911921501159668e-01
