-5.195311546325683594e+00,7.167916893959045410e-01,-5.245460987091064453e+00,5.915191173553466797e-01,-5.205079078674316406e+00,5.017358660697937012e-01,-5.022924423217773438e+00,5.118306279182434082e-01,-5.123289108276367188e+00,5.007695555686950684e-01,-1.449830055236816406e+00,-4.494279026985168457e-01,-1.400389790534973145e+00,-3.959318399429321289e-01,-1.036799192428588867e+00,-1.174137592315673828e+00,-1.353114843368530273e+00,-3.471127450466156006e-01,-1.289806723594665527e+00,-1.992689371109008789e-01,-1.223224520683288574e+00,-4.155920147895812988e-01,2.287304401397705078e+00,-8.000718951225280762e-01,2.480425834655761719e+00,-5.903685092926025391e-01,2.835194826126098633e+00,-1.065145492553710938e+00,2.910286188125610352e+00,-1.085670948028564453e+00,4.500876426696777344e+00,3.083114326000213623e-01,4.421803474426269531e+00,3.989768028259277344e-01,4.397603988647460938e+00,6.099125742912292480e-01,4.424658775329589844e+00,5.848429203033447266e-01,4.434854984283447266e+00,4.781982302665710449e-01
-4.956641674041748047e+00,1.513122618198394775e-01,-3.298657655715942383e+00,6.210079789161682129e-01,-3.095305204391479492e+00,4.444682896137237549e-01,-3.035184144973754883e+00,4.019519388675689697e-01,-2.518371820449829102e+00,4.830300509929656982e-01,-2.482612848281860352e+00,5.321180224418640137e-01,-2.604697465896606445e+00,6.899909377098083496e-01,-2.501616001129150391e+00,8.517061471939086914e-01,-2.506761312484741211e+00,8.361611366271972656e-01,4.915432035923004150e-01,-1.425182104110717773e+00,8.057082295417785645e-01,1.799184381961822510e-01,1.271714448928833008e+00,-7.708919644355773926e-01,1.700711607933044434e+00,-8.969036340713500977e-01,1.856568694114685059e+00,-9.565397500991821289e-01,1.886248946189880371e+00,-8.734872341156005859e-01,1.896947741508483887e+00,-8.164374828338623047e-01,1.958181142807006836e+00,-8.475868701934814453e-01,2.294591903686523438e+00,1.922797560691833496e-01,2.473427772521972656e+00,3.347340226173400879e-02,4.715813636779785156e+00,-7.680312991142272949e-01
-4.023492336273193359e+00,-6.251413226127624512e-01,-3.733130455017089844e+00,-7.794508934020996094e-01,-4.042376995086669922e+00,6.123550534248352051e-01,-2.316778182983398438e+00,1.072421312332153320e+00,-2.259753227233886719e+00,8.648697733879089355e-01,-2.066051006317138672e+00,9.315525889396667480e-01,-1.549035549163818359e+00,1.587063670158386230e-01,-1.385762333869934082e+00,2.328857332468032837e-01,-6.219741106033325195e-01,1.796664893627166748e-01,3.780442103743553162e-02,-4.163601994514465332e-01,2.040125280618667603e-01,-3.819553852081298828e-01,1.549756526947021484e+00,4.735327959060668945e-01,1.171769499778747559e+00,3.887754678726196289e-02,2.001116991043090820e+00,-1.281583905220031738e+00,1.938216686248779297e+00,-5.218850970268249512e-01,2.154817342758178711e+00,3.017351031303405762e-01,3.608192443847656250e+00,-8.361659049987792969e-01,3.188883066177368164e+00,-3.964784145355224609e-01,3.185518980026245117e+00,-3.762091994285583496e-01,2.747839927673339844e+00,-4.550600647926330566e-01
-5.529838085174560547e+00,-9.178723096847534180e-01,-4.522297859191894531e+00,-2.751260995864868164e-02,-2.266026973724365234e+00,3.212473094463348389e-01,-2.889900922775268555e+00,5.031608939170837402e-01,-2.346516609191894531e+00,5.344649553298950195e-01,-2.102318763732910156e+00,7.082203030586242676e-01,-2.064124107360839844e+00,7.014179229736328125e-01,-2.925063967704772949e-01,-3.777053058147430420e-01,-2.630404829978942871e-01,-3.884338140487670898e-01,-2.104470133781433105e-01,-4.231972396373748779e-01,-5.150216817855834961e-02,-4.400152266025543213e-01,8.853357285261154175e-02,-2.626445889472961426e-01,8.056908845901489258e-01,-1.939306706190109253e-01,1.372721433639526367e+00,-1.185781210660934448e-01,1.284424424171447754e+00,-1.236468404531478882e-01,3.067707538604736328e+00,-9.039035439491271973e-01,3.521282196044921875e+00,-9.823278188705444336e-01,3.950883388519287109e+00,2.433576345443725586e+00,5.174013614654541016e+00,8.502240180969238281e-01,4.086098670959472656e+00,-6.761678457260131836e-01
-4.099326610565185547e+00,7.097591161727905273e-01,-3.654666423797607422e+00,3.315514326095581055e-01,-3.534614086151123047e+00,-1.964662522077560425e-01,-2.904730081558227539e+00,2.995196580886840820e-01,-2.348712682723999023e+00,-5.533472895622253418e-01,-2.290011882781982422e+00,-5.877941846847534180e-01,-1.489264726638793945e+00,-9.945237636566162109e-01,-1.492293357849121094e+00,-9.546765089035034180e-01,2.310268133878707886e-01,1.107325404882431030e-01,4.237906336784362793e-01,-5.240667611360549927e-02,4.473069012165069580e-01,-2.199439555406570435e-01,2.682257652282714844e+00,-1.635113060474395752e-01,2.356540918350219727e+00,3.279044330120086670e-01,2.352038145065307617e+00,6.246770620346069336e-01,2.839044570922851562e+00,-9.324750900268554688e-01,2.798727035522460938e+00,-1.227827548980712891e+00,5.113065719604492188e+00,-1.158139705657958984e-01,5.937778472900390625e+00,5.507365465164184570e-01,6.124831199645996094e+00,3.053149282932281494e-01,6.128780364990234375e+00,2.609921693801879883e-01
-5.428165912628173828e+00,-1.847568452358245850e-01,-4.183571815490722656e+00,-2.222160100936889648e-01,-4.702436923980712891e+00,-2.545033991336822510e-01,-4.191627502441406250e+00,-2.947719991207122803e-01,-1.311783671379089355e+00,2.993633449077606201e-01,-1.704567551612854004e+00,-1.757212132215499878e-01,-2.060028553009033203e+00,-5.936363935470581055e-01,-1.675697088241577148e+00,-6.193819642066955566e-01,-1.906260251998901367e-01,3.701028227806091309e-01,3.548704087734222412e-02,4.292601346969604492e-01,-6.105600297451019287e-02,1.061452746391296387e+00,5.266258716583251953e-01,3.944245725870132446e-02,1.823958277702331543e+00,-1.774126887321472168e+00,3.240023851394653320e+00,-3.889239728450775146e-01,3.270281076431274414e+00,-6.085716933012008667e-02,3.178957462310791016e+00,-3.584752082824707031e-01,3.402926921844482422e+00,-8.296606689691543579e-02,3.198412895202636719e+00,-6.838797032833099365e-02,3.412067890167236328e+00,-2.118130773305892944e-01,3.909649610519409180e+00,-4.339597225189208984e-01
-4.467024803161621094e+00,-2.582300901412963867e-01,-3.291039705276489258e+00,-5.737832188606262207e-01,-2.682738065719604492e+00,-3.969435095787048340e-01,-2.561919450759887695e+00,-3.682963252067565918e-01,-2.536580562591552734e+00,-4.328526854515075684e-01,-2.512059688568115234e+00,-4.131533205509185791e-01,-2.512143373489379883e+00,-3.895970880985260010e-01,-8.501911163330078125e-01,-2.814545333385467529e-01,-6.743246912956237793e-01,-2.829669713973999023e-01,-3.096401691436767578e-01,-1.110744625329971313e-01,1.121978044509887695e+00,-2.607378065586090088e-01,1.320716738700866699e+00,-1.709714829921722412e-01,3.031060695648193359e+00,-5.476126670837402344e-01,3.109982013702392578e+00,-7.972678542137145996e-01,3.183243751525878906e+00,-1.027300953865051270e+00,3.438555240631103516e+00,-1.058163404464721680e+00,4.808108806610107422e+00,-1.806646466255187988e+00,5.049730777740478516e+00,-1.638797998428344727e+00,4.137238025665283203e+00,-1.851698458194732666e-01,5.572392463684082031e+00,1.705746650695800781e-01
-5.723834037780761719e+00,1.203576289117336273e-02,-4.833695888519287109e+00,2.065232396125793457e-02,-4.556847572326660156e+00,4.088356494903564453e-01,-3.015526056289672852e+00,-3.172546029090881348e-01,-2.706302881240844727e+00,-8.476471304893493652e-01,-1.953955888748168945e+00,-4.503941535949707031e-01,-1.927557587623596191e+00,3.301107883453369141e-01,-9.153515696525573730e-01,2.197498381137847900e-01,-9.001723527908325195e-01,2.619717717170715332e-01,8.733948320150375366e-02,3.434726595878601074e-01,-1.957130432128906250e-02,-2.588956952095031738e-01,1.173801660537719727e+00,-3.341975808143615723e-01,1.389850378036499023e+00,-3.042549490928649902e-01,2.812529563903808594e+00,3.011404871940612793e-01,2.788621425628662109e+00,-2.333562672138214111e-01,3.475527048110961914e+00,7.637660503387451172e-01,4.431110382080078125e+00,-1.023784518241882324e+00,4.861711025238037109e+00,9.147954583168029785e-01,5.581577777862548828e+00,7.231973409652709961e-01,4.958169937133789062e+00,2.458471059799194336e-01
-5.083333015441894531e+00,-1.012489080429077148e+00,-5.090939998626708984e+00,-1.000383615493774414e+00,-5.074519157409667969e+00,-9.877276420593261719e-01,-4.753911495208740234e+00,-5.163282155990600586e-01,-2.385992050170898438e+00,8.639912605285644531e-01,-2.425236463546752930e+00,8.210926651954650879e-01,-2.497004747390747070e+00,8.592186570167541504e-01,-2.508916854858398438e+00,8.045930266380310059e-01,-2.346179008483886719e+00,8.347737193107604980e-01,-4.081491827964782715e-01,6.701232790946960449e-01,3.877082765102386475e-01,1.392142295837402344e+00,6.628847718238830566e-01,-7.451869547367095947e-03,6.716541647911071777e-01,8.205978572368621826e-02,8.252582550048828125e-01,3.072592616081237793e-01,8.652914762496948242e-01,3.545943796634674072e-01,2.595396041870117188e+00,-2.669804096221923828e-01,4.375840187072753906e+00,-8.759430646896362305e-01,3.801239013671875000e+00,-5.213559269905090332e-01,5.158717632293701172e+00,6.500524878501892090e-01,5.110848426818847656e+00,4.452213644981384277e-02
-5.603419780731201172e+00,-3.894668221473693848e-01,-5.482582569122314453e+00,-3.871562480926513672e-01,-4.971952915191650391e+00,-1.891279220581054688e-01,-5.045776367187500000e+00,1.185464635491371155e-01,-3.164632320404052734e+00,-8.700347691774368286e-02,-2.587615251541137695e+00,-1.849538683891296387e-01,-1.818400859832763672e+00,8.717018961906433105e-01,-1.301416635513305664e+00,6.744863837957382202e-02,-4.188103973865509033e-02,2.400567531585693359e-01,1.943052113056182861e-01,-2.521815598011016846e-01,5.402215719223022461e-01,-1.729787588119506836e-01,6.122929453849792480e-01,-1.838355064392089844e-01,8.976999521255493164e-01,-4.251858592033386230e-01,9.569746851921081543e-01,-4.329669177532196045e-01,6.791765689849853516e-01,-1.416039019823074341e-01,2.781204700469970703e+00,5.326895117759704590e-01,2.810145378112792969e+00,7.301316857337951660e-01,2.834225654602050781e+00,7.281170487403869629e-01,2.901491403579711914e+00,7.313540577888488770e-01,4.557007312774658203e+00,-2.578712999820709229e-02
