1.005468654632568359e+01,9.954174041748046875e+00,9.897747993469238281e+00,1.003765392303466797e+01,9.903386116027832031e+00,1.005693054199218750e+01,1.012447452545166016e+01,9.936736106872558594e+00,1.010085010528564453e+01,1.003932762145996094e+01,9.892227172851562500e+00,9.971237182617187500e+00,1.013505744934082031e+01,1.007239627838134766e+01,9.981310844421386719e+00
1.003514957427978516e+01,1.002825832366943359e+01,9.983402252197265625e+00,9.978861808776855469e+00,9.986675262451171875e+00,9.953562736511230469e+00,9.984534263610839844e+00,1.006430721282958984e+01,9.950209617614746094e+00,1.003968238830566406e+01,9.951622009277343750e+00,1.006048202514648438e+01,1.004154777526855469e+01,9.977647781372070312e+00,1.003319835662841797e+01
1.005641365051269531e+01,9.955523490905761719e+00,9.864966392517089844e+00,9.942277908325195312e+00,9.968947410583496094e+00,1.002470493316650391e+01,1.007627868652343750e+01,1.008669948577880859e+01,1.004986953735351562e+01,1.011833763122558594e+01,9.941469192504882812e+00,9.777492523193359375e+00,1.005887508392333984e+01,1.013970565795898438e+01,9.999793052673339844e+00
1.001457977294921875e+01,9.987655639648437500e+00,9.918966293334960938e+00,1.000163078308105469e+01,1.003116226196289062e+01,1.002900409698486328e+01,1.012323665618896484e+01,1.001035499572753906e+01,1.002835941314697266e+01,9.892594337463378906e+00,1.003183937072753906e+01,9.997172355651855469e+00,9.980571746826171875e+00,9.907161712646484375e+00,1.005675315856933594e+01
9.952207565307617188e+00,1.001405811309814453e+01,9.999291419982910156e+00,9.983735084533691406e+00,1.010653400421142578e+01,1.003066539764404297e+01,9.894373893737792969e+00,1.003324699401855469e+01,9.843692779541015625e+00,1.009617900848388672e+01,9.991463661193847656e+00,9.990267753601074219e+00,1.001048374176025391e+01,1.007602787017822266e+01,1.001324939727783203e+01
1.001261138916015625e+01,9.972407341003417969e+00,9.986169815063476562e+00,9.933253288269042969e+00,1.002105426788330078e+01,1.005847644805908203e+01,1.006542301177978516e+01,1.005830287933349609e+01,9.932977676391601562e+00,9.978508949279785156e+00,1.000091361999511719e+01,1.001627349853515625e+01,1.002580070495605469e+01,9.962827682495117188e+00,1.005557250976562500e+01
1.002654361724853516e+01,1.000845813751220703e+01,9.860157012939453125e+00,9.985938072204589844e+00,9.932352066040039062e+00,9.960584640502929688e+00,1.012913227081298828e+01,1.006248760223388672e+01,1.016379070281982422e+01,9.913128852844238281e+00,1.004041194915771484e+01,9.996730804443359375e+00,9.886647224426269531e+00,9.880084991455078125e+00,1.000929260253906250e+01
1.000322341918945312e+01,9.983705520629882812e+00,1.002225494384765625e+01,1.003289318084716797e+01,9.981336593627929688e+00,1.000607872009277344e+01,9.922417640686035156e+00,1.002035140991210938e+01,9.983467102050781250e+00,1.005198955535888672e+01,9.955785751342773438e+00,1.004236888885498047e+01,9.976498603820800781e+00,9.876187324523925781e+00,1.009884643554687500e+01
9.947142601013183594e+00,1.007391929626464844e+01,1.009517097473144531e+01,1.009844303131103516e+01,1.003633499145507812e+01,9.908702850341796875e+00,9.856064796447753906e+00,9.918102264404296875e+00,9.962375640869140625e+00,1.005090618133544922e+01,9.929924964904785156e+00,1.001247692108154297e+01,1.005274295806884766e+01,9.916150093078613281e+00,1.008756542205810547e+01
1.004108047485351562e+01,9.871538162231445312e+00,9.972257614135742188e+00,1.000897026062011719e+01,9.999153137207031250e+00,1.012252330780029297e+01,1.008973407745361328e+01,9.988781929016113281e+00,9.937694549560546875e+00,9.978009223937988281e+00,9.980667114257812500e+00,1.002644157409667969e+01,1.007361316680908203e+01,9.914063453674316406e+00,1.019737815856933594e+01
9.983124732971191406e+00,1.002310562133789062e+01,1.004343795776367188e+01,1.012204551696777344e+01,9.982856750488281250e+00,9.911409378051757812e+00,1.001481533050537109e+01,9.903676986694335938e+00,1.009360122680664062e+01,9.904487609863281250e+00,1.005678081512451172e+01,9.959458351135253906e+00,9.933856010437011719e+00,9.987962722778320312e+00,9.930306434631347656e+00
1.001471519470214844e+01,9.884763717651367188e+00,9.912226676940917969e+00,1.006590938568115234e+01,9.897125244140625000e+00,1.011265945434570312e+01,1.012197399139404297e+01,9.965194702148437500e+00,1.002911663055419922e+01,9.918264389038085938e+00,9.936029434204101562e+00,1.007464885711669922e+01,1.002435302734375000e+01,1.000807571411132812e+01,1.000773334503173828e+01
9.992371559143066406e+00,1.004313278198242188e+01,1.004490375518798828e+01,9.972069740295410156e+00,1.001211929321289062e+01,9.979926109313964844e+00,9.905461311340332031e+00,9.913582801818847656e+00,9.927275657653808594e+00,1.009573936462402344e+01,1.012539005279541016e+01,9.953144073486328125e+00,1.003686618804931641e+01,1.003289222717285156e+01,1.000367259979248047e+01
1.002400970458984375e+01,9.966850280761718750e+00,9.958006858825683594e+00,1.001625633239746094e+01,1.000370407104492188e+01,1.001501464843750000e+01,1.006661891937255859e+01,9.958994865417480469e+00,9.985743522644042969e+00,9.956749916076660156e+00,1.003379058837890625e+01,1.005928802490234375e+01,9.971000671386718750e+00,9.952481269836425781e+00,1.003246879577636719e+01
