2.685854492187500000e+03,1.059793945312500000e+03,2.854798828125000000e+03,1.017676574707031250e+03,-4.036183105468750000e+03,4.168770996093750000e+03,-4.924281250000000000e+03,4.351167968750000000e+03,-1.382894653320312500e+03,-1.655035766601562500e+03,1.301353881835937500e+03,-2.416331787109375000e+03,2.531945068359375000e+03,-6.606765747070312500e+01,-1.695493652343750000e+03,2.333189941406250000e+03,4.837696289062500000e+03,1.039384613037109375e+02,-1.641487792968750000e+03,-3.723830810546875000e+03,-1.220003784179687500e+03,-7.536180419921875000e+02,-6.134307617187500000e+03,1.147995312500000000e+04,-1.191630004882812500e+03,3.763284667968750000e+03,6.406773376464843750e+01,4.360863037109375000e+02,-8.382250976562500000e+01,5.569391479492187500e+02,1.287562622070312500e+03,-1.843873168945312500e+03
2.679586425781250000e+03,1.064828491210937500e+03,2.855734130859375000e+03,1.030041137695312500e+03,-4.052061523437500000e+03,4.162431640625000000e+03,-4.913065917968750000e+03,4.349269042968750000e+03,-1.356689331054687500e+03,-1.650221191406250000e+03,1.252580810546875000e+03,-2.438141845703125000e+03,2.560606201171875000e+03,-6.463370513916015625e+01,-1.713333984375000000e+03,2.314410156250000000e+03,4.829093750000000000e+03,5.147840118408203125e+01,-1.633169921875000000e+03,-3.723544921875000000e+03,-1.237693725585937500e+03,-7.952720336914062500e+02,-6.107131835937500000e+03,1.148815136718750000e+04,-1.207660522460937500e+03,3.729519531250000000e+03,6.010070800781250000e+01,4.799744873046875000e+02,-1.058426895141601562e+02,5.738571777343750000e+02,1.340226806640625000e+03,-1.807295532226562500e+03
2.641829833984375000e+03,1.034935668945312500e+03,2.812714111328125000e+03,9.992125854492187500e+02,-3.967193847656250000e+03,4.218696289062500000e+03,-4.925104003906250000e+03,4.358460937500000000e+03,-1.359951538085937500e+03,-1.722571777343750000e+03,1.280245483398437500e+03,-2.430125000000000000e+03,2.573294189453125000e+03,-6.923200988769531250e+01,-1.707581176757812500e+03,2.274036132812500000e+03,4.846969238281250000e+03,7.401571655273437500e+01,-1.660252563476562500e+03,-3.724974609375000000e+03,-1.152459716796875000e+03,-7.822482299804687500e+02,-6.127023437500000000e+03,1.150702734375000000e+04,-1.212021484375000000e+03,3.739748291015625000e+03,1.699848937988281250e+01,4.588527526855468750e+02,-9.219968414306640625e+01,5.577237548828125000e+02,1.342414062500000000e+03,-1.863661987304687500e+03
2.679325439453125000e+03,1.016340942382812500e+03,2.816025878906250000e+03,9.564437255859375000e+02,-3.970210205078125000e+03,4.149860351562500000e+03,-4.889675292968750000e+03,4.369818847656250000e+03,-1.344061035156250000e+03,-1.710215576171875000e+03,1.282988403320312500e+03,-2.420547851562500000e+03,2.585583007812500000e+03,-3.560897827148437500e+01,-1.680215087890625000e+03,2.286821533203125000e+03,4.867958007812500000e+03,9.278098297119140625e+01,-1.614101196289062500e+03,-3.721752441406250000e+03,-1.172203735351562500e+03,-7.716119995117187500e+02,-6.127506835937500000e+03,1.147860156250000000e+04,-1.210053955078125000e+03,3.775919921875000000e+03,1.820676803588867188e+00,4.492144470214843750e+02,-1.149792404174804688e+02,5.502277832031250000e+02,1.326101074218750000e+03,-1.822139404296875000e+03
2.676943359375000000e+03,1.022348022460937500e+03,2.847541259765625000e+03,9.288856811523437500e+02,-3.962774169921875000e+03,4.110875976562500000e+03,-4.890686523437500000e+03,4.350397460937500000e+03,-1.333774047851562500e+03,-1.700609375000000000e+03,1.272930175781250000e+03,-2.471688232421875000e+03,2.564377441406250000e+03,-4.929901885986328125e+01,-1.702173095703125000e+03,2.283712402343750000e+03,4.800518554687500000e+03,1.354709167480468750e+02,-1.653913085937500000e+03,-3.725949462890625000e+03,-1.155489257812500000e+03,-7.409241943359375000e+02,-6.137280761718750000e+03,1.147265429687500000e+04,-1.173824462890625000e+03,3.815731689453125000e+03,5.687194442749023438e+01,4.115947570800781250e+02,-8.331803894042968750e+01,5.704271850585937500e+02,1.301151123046875000e+03,-1.849372436523437500e+03
2.671515869140625000e+03,9.742783203125000000e+02,2.860625488281250000e+03,9.547282714843750000e+02,-4.019068115234375000e+03,4.137220214843750000e+03,-4.893960937500000000e+03,4.364444335937500000e+03,-1.319304809570312500e+03,-1.681149658203125000e+03,1.273732177734375000e+03,-2.463045166015625000e+03,2.566765136718750000e+03,-1.810817146301269531e+01,-1.711102294921875000e+03,2.319862060546875000e+03,4.823581542968750000e+03,1.630921783447265625e+02,-1.662845947265625000e+03,-3.715499267578125000e+03,-1.166287109375000000e+03,-6.930222778320312500e+02,-6.190473632812500000e+03,1.153677636718750000e+04,-1.202076782226562500e+03,3.808553710937500000e+03,6.346728897094726562e+01,3.761345825195312500e+02,-6.936966705322265625e+01,6.121016235351562500e+02,1.245692382812500000e+03,-1.830118652343750000e+03
2.665133789062500000e+03,9.652557373046875000e+02,2.870259765625000000e+03,9.053991088867187500e+02,-3.982741699218750000e+03,4.150741210937500000e+03,-4.887833496093750000e+03,4.375433105468750000e+03,-1.305064575195312500e+03,-1.667368164062500000e+03,1.237231933593750000e+03,-2.457869873046875000e+03,2.600661865234375000e+03,1.675030708312988281e+01,-1.740496337890625000e+03,2.295896972656250000e+03,4.795835449218750000e+03,1.582269744873046875e+02,-1.742422729492187500e+03,-3.747086181640625000e+03,-1.119340576171875000e+03,-6.604076538085937500e+02,-6.197959472656250000e+03,1.158055859375000000e+04,-1.207062988281250000e+03,3.855044677734375000e+03,6.999826049804687500e+01,3.367123413085937500e+02,-1.962946319580078125e+01,5.805526733398437500e+02,1.250932861328125000e+03,-1.894890991210937500e+03
2.728679687500000000e+03,1.013746765136718750e+03,2.856856445312500000e+03,9.157741699218750000e+02,-4.070777099609375000e+03,4.147683105468750000e+03,-4.902617675781250000e+03,4.350388671875000000e+03,-1.319138305664062500e+03,-1.674198120117187500e+03,1.211133911132812500e+03,-2.512350097656250000e+03,2.578307861328125000e+03,2.888104438781738281e+00,-1.789940429687500000e+03,2.282552734375000000e+03,4.814235839843750000e+03,9.081425476074218750e+01,-1.778902465820312500e+03,-3.792109863281250000e+03,-1.099026000976562500e+03,-6.560963745117187500e+02,-6.192547363281250000e+03,1.165821386718750000e+04,-1.181912109375000000e+03,3.912937011718750000e+03,1.067159729003906250e+02,4.083715820312500000e+02,3.726647949218750000e+01,5.440409545898437500e+02,1.341357666015625000e+03,-1.953117431640625000e+03
2.722895019531250000e+03,9.968828125000000000e+02,2.807330078125000000e+03,8.940471801757812500e+02,-4.009988037109375000e+03,4.130342285156250000e+03,-4.842365234375000000e+03,4.327791992187500000e+03,-1.273072631835937500e+03,-1.725259521484375000e+03,1.185312500000000000e+03,-2.504931640625000000e+03,2.544112060546875000e+03,-1.783132171630859375e+01,-1.812543212890625000e+03,2.232422607421875000e+03,4.714137695312500000e+03,1.491548156738281250e+02,-1.847369140625000000e+03,-3.781693115234375000e+03,-1.071405517578125000e+03,-6.406008300781250000e+02,-6.151097656250000000e+03,1.162875781250000000e+04,-1.162194580078125000e+03,3.924110351562500000e+03,1.066188964843750000e+02,3.747391357421875000e+02,5.308045959472656250e+01,5.611721801757812500e+02,1.293503784179687500e+03,-1.965265991210937500e+03
2.658227050781250000e+03,9.857731933593750000e+02,2.835414794921875000e+03,8.869953002929687500e+02,-4.008380615234375000e+03,4.067083740234375000e+03,-4.830381835937500000e+03,4.361963867187500000e+03,-1.276532836914062500e+03,-1.701737182617187500e+03,1.196805053710937500e+03,-2.507190429687500000e+03,2.627216308593750000e+03,-4.282406806945800781e+00,-1.789225708007812500e+03,2.208293701171875000e+03,4.735177734375000000e+03,1.030287628173828125e+02,-1.866889282226562500e+03,-3.768364257812500000e+03,-1.099733520507812500e+03,-6.867708129882812500e+02,-6.180567382812500000e+03,1.165261914062500000e+04,-1.191008422851562500e+03,3.932270263671875000e+03,1.538459167480468750e+02,4.135740966796875000e+02,1.986880111694335938e+01,5.981818847656250000e+02,1.304941894531250000e+03,-1.942453491210937500e+03
2.654441162109375000e+03,9.583748168945312500e+02,2.828228271484375000e+03,8.340866699218750000e+02,-4.023950927734375000e+03,4.026734863281250000e+03,-4.876237304687500000e+03,4.339871093750000000e+03,-1.265573486328125000e+03,-1.682648193359375000e+03,1.202384033203125000e+03,-2.496509765625000000e+03,2.606947753906250000e+03,2.262397766113281250e+01,-1.760630249023437500e+03,2.202508789062500000e+03,4.743853515625000000e+03,1.122442169189453125e+02,-1.881293212890625000e+03,-3.786677734375000000e+03,-1.072897338867187500e+03,-6.680072021484375000e+02,-6.185337890625000000e+03,1.166482226562500000e+04,-1.203476074218750000e+03,3.907105712890625000e+03,1.688953552246093750e+02,3.529132690429687500e+02,5.760957717895507812e+00,5.508099975585937500e+02,1.288281372070312500e+03,-2.003717651367187500e+03
2.688404785156250000e+03,9.849708862304687500e+02,2.877093505859375000e+03,8.575822753906250000e+02,-4.055940917968750000e+03,4.015984619140625000e+03,-4.829789062500000000e+03,4.302507812500000000e+03,-1.249589111328125000e+03,-1.699278320312500000e+03,1.248900512695312500e+03,-2.508994873046875000e+03,2.612095214843750000e+03,-2.639426422119140625e+01,-1.740432983398437500e+03,2.217037109375000000e+03,4.774631347656250000e+03,7.344531250000000000e+01,-1.826468505859375000e+03,-3.777864990234375000e+03,-1.104460205078125000e+03,-6.608556518554687500e+02,-6.227057617187500000e+03,1.172550585937500000e+04,-1.184212036132812500e+03,3.923168701171875000e+03,1.866040802001953125e+02,3.897893676757812500e+02,-2.646951293945312500e+01,5.644196166992187500e+02,1.253776611328125000e+03,-2.047025634765625000e+03
2.671752685546875000e+03,9.785195312500000000e+02,2.875394531250000000e+03,8.728388671875000000e+02,-4.097158203125000000e+03,4.054561523437500000e+03,-4.842505371093750000e+03,4.314096679687500000e+03,-1.257986694335937500e+03,-1.679845947265625000e+03,1.255170776367187500e+03,-2.485615966796875000e+03,2.630179443359375000e+03,-5.504438781738281250e+01,-1.755462768554687500e+03,2.247138183593750000e+03,4.824740234375000000e+03,3.749728393554687500e+01,-1.755638305664062500e+03,-3.782046875000000000e+03,-1.103769775390625000e+03,-6.507451171875000000e+02,-6.234653320312500000e+03,1.179708691406250000e+04,-1.221151977539062500e+03,3.889217285156250000e+03,1.657999725341796875e+02,3.573016967773437500e+02,-1.486317348480224609e+01,5.681078491210937500e+02,1.322283569335937500e+03,-2.040375854492187500e+03
2.674411865234375000e+03,9.426933593750000000e+02,2.885313232421875000e+03,8.845297851562500000e+02,-4.062775390625000000e+03,4.069873535156250000e+03,-4.866821289062500000e+03,4.344507324218750000e+03,-1.242362304687500000e+03,-1.668184204101562500e+03,1.208885620117187500e+03,-2.434058837890625000e+03,2.679859375000000000e+03,-5.190451812744140625e+01,-1.772500366210937500e+03,2.208621093750000000e+03,4.816521484375000000e+03,7.527098083496093750e+01,-1.808317504882812500e+03,-3.781628906250000000e+03,-1.062155273437500000e+03,-6.370075683593750000e+02,-6.200731933593750000e+03,1.170821386718750000e+04,-1.260263427734375000e+03,3.882364013671875000e+03,1.530718078613281250e+02,3.032861938476562500e+02,1.152446937561035156e+01,5.384667358398437500e+02,1.349781127929687500e+03,-2.030949340820312500e+03
2.660222656250000000e+03,9.795224609375000000e+02,2.839304199218750000e+03,8.402692260742187500e+02,-4.072786865234375000e+03,4.059012207031250000e+03,-4.857543945312500000e+03,4.329305175781250000e+03,-1.259060424804687500e+03,-1.701255981445312500e+03,1.167201293945312500e+03,-2.421026367187500000e+03,2.703757080078125000e+03,-8.930087280273437500e+01,-1.793484741210937500e+03,2.209354736328125000e+03,4.823229003906250000e+03,1.000335922241210938e+02,-1.842166870117187500e+03,-3.748861816406250000e+03,-1.022844604492187500e+03,-6.457515258789062500e+02,-6.178867187500000000e+03,1.169463964843750000e+04,-1.269349121093750000e+03,3.913623046875000000e+03,1.025681762695312500e+02,3.255332336425781250e+02,4.481550598144531250e+01,5.429866943359375000e+02,1.367293090820312500e+03,-2.024775756835937500e+03
2.658806152343750000e+03,9.826629028320312500e+02,2.877946289062500000e+03,8.406461791992187500e+02,-4.071030761718750000e+03,3.980388671875000000e+03,-4.884696289062500000e+03,4.326847167968750000e+03,-1.271132690429687500e+03,-1.639052368164062500e+03,1.130848754882812500e+03,-2.440381347656250000e+03,2.717982177734375000e+03,-5.468271255493164062e+01,-1.790726806640625000e+03,2.247539794921875000e+03,4.816045410156250000e+03,6.550384521484375000e+01,-1.816924194335937500e+03,-3.781600341796875000e+03,-1.080260498046875000e+03,-6.903994140625000000e+02,-6.202337890625000000e+03,1.167227441406250000e+04,-1.313512695312500000e+03,3.920503662109375000e+03,9.751654052734375000e+01,3.303256835937500000e+02,7.464718627929687500e+01,5.560435791015625000e+02,1.353375000000000000e+03,-1.952410888671875000e+03
2.679962402343750000e+03,9.731390380859375000e+02,2.859770019531250000e+03,8.784437866210937500e+02,-4.036795410156250000e+03,4.024393066406250000e+03,-4.863733398437500000e+03,4.347767578125000000e+03,-1.284239379882812500e+03,-1.645829589843750000e+03,1.099787475585937500e+03,-2.416070556640625000e+03,2.739296630859375000e+03,-3.454582214355468750e+01,-1.781729492187500000e+03,2.239405029296875000e+03,4.837202636718750000e+03,1.006832580566406250e+02,-1.849656250000000000e+03,-3.789963867187500000e+03,-1.110497802734375000e+03,-6.459509887695312500e+02,-6.197226562500000000e+03,1.166101464843750000e+04,-1.296137451171875000e+03,3.911717041015625000e+03,5.858526229858398438e+01,3.028260192871093750e+02,8.857623291015625000e+01,5.150017089843750000e+02,1.394755737304687500e+03,-1.943924682617187500e+03
2.672747802734375000e+03,1.006372741699218750e+03,2.789648925781250000e+03,9.013716430664062500e+02,-4.037760742187500000e+03,4.070790283203125000e+03,-4.864481445312500000e+03,4.396416503906250000e+03,-1.303689086914062500e+03,-1.662641601562500000e+03,1.116712646484375000e+03,-2.399137695312500000e+03,2.777955810546875000e+03,-5.545905303955078125e+01,-1.767447753906250000e+03,2.195012207031250000e+03,4.820138671875000000e+03,9.808662414550781250e+01,-1.906454711914062500e+03,-3.777597900390625000e+03,-1.080742065429687500e+03,-6.741109008789062500e+02,-6.215364257812500000e+03,1.170006250000000000e+04,-1.293063354492187500e+03,3.910950439453125000e+03,6.834608459472656250e+01,3.337193298339843750e+02,9.134576416015625000e+01,5.180444335937500000e+02,1.379109863281250000e+03,-1.969235839843750000e+03
