-5.090961933135986328e+00,6.196648478507995605e-01,5.162290096282958984e+00,9.351407885551452637e-01
-3.878561735153198242e+00,-6.880876421928405762e-01,4.724073410034179688e+00,1.482344150543212891e+00
-4.423420429229736328e+00,-7.573111653327941895e-01,5.928200721740722656e+00,3.674626350402832031e-03
-4.165427684783935547e+00,-5.397305488586425781e-01,5.192082405090332031e+00,6.906934976577758789e-01
-6.266356945037841797e+00,-1.081378221511840820e+00,4.557940483093261719e+00,-3.846944272518157959e-01
-4.892646312713623047e+00,8.935738354921340942e-02,5.145454406738281250e+00,-9.685196280479431152e-01
-5.470273017883300781e+00,-2.056107372045516968e-01,4.290631294250488281e+00,-3.536184430122375488e-01
-4.286481857299804688e+00,-4.111745357513427734e-01,4.692474842071533203e+00,5.631964802742004395e-01
-4.743250846862792969e+00,-4.279616177082061768e-01,4.944361686706542969e+00,4.075678586959838867e-01
-4.363918304443359375e+00,-7.642816901206970215e-01,6.018798351287841797e+00,-8.429183363914489746e-01
-5.535337924957275391e+00,5.751680135726928711e-01,3.504003047943115234e+00,-5.326602458953857422e-01
-5.412426948547363281e+00,1.080639600753784180e+00,5.259444236755371094e+00,-6.569387316703796387e-01
-5.038922786712646484e+00,5.998347401618957520e-01,4.942757606506347656e+00,-3.925992846488952637e-01
-5.802765846252441406e+00,-7.974372506141662598e-01,5.786915302276611328e+00,1.098683595657348633e+00
-3.886461257934570312e+00,-1.280262589454650879e+00,4.410559654235839844e+00,3.303862512111663818e-01
-4.796352863311767578e+00,7.159801721572875977e-01,3.322390079498291016e+00,5.335578322410583496e-01
-5.079835891723632812e+00,-7.230241894721984863e-01,5.535862445831298828e+00,-1.484191775321960449e+00
-5.703749656677246094e+00,3.801009058952331543e-01,5.269635200500488281e+00,8.334332704544067383e-02
-4.672209262847900391e+00,-3.672321140766143799e-01,4.787375450134277344e+00,9.097179174423217773e-01
-3.994850873947143555e+00,-9.500096440315246582e-01,5.698461055755615234e+00,-6.860473155975341797e-01
-5.230815410614013672e+00,-1.255027651786804199e+00,5.772561550140380859e+00,9.021609425544738770e-01
-4.136240482330322266e+00,3.360410928726196289e-01,5.424686908721923828e+00,4.060222506523132324e-01
-5.463566303253173828e+00,9.066296219825744629e-01,5.090256214141845703e+00,4.875395298004150391e-01
-4.072887420654296875e+00,7.923702597618103027e-01,4.164073467254638672e+00,1.196647286415100098e+00
-4.536423683166503906e+00,2.960400879383087158e-01,3.681667566299438477e+00,-1.248712092638015747e-01
-5.952081680297851562e+00,-5.572913885116577148e-01,5.415241241455078125e+00,1.062234401702880859e+00
-4.597535610198974609e+00,-4.676831662654876709e-01,5.580028057098388672e+00,-1.229685187339782715e+00
-4.958056926727294922e+00,3.832574188709259033e-01,5.367312431335449219e+00,-1.974953711032867432e-01
-4.420783042907714844e+00,3.528752326965332031e-01,5.835554122924804688e+00,6.124707460403442383e-01
-4.095057487487792969e+00,-3.182733654975891113e-01,5.539162635803222656e+00,1.201293706893920898e+00
-5.811098575592041016e+00,5.217220187187194824e-01,5.928061008453369141e+00,2.160652577877044678e-01
-4.530968666076660156e+00,-7.244191765785217285e-01,5.799175262451171875e+00,2.708752453327178955e-01
-4.576700210571289062e+00,-1.000817060470581055e+00,4.204418659210205078e+00,8.198057413101196289e-01
-5.046212673187255859e+00,-1.167517066001892090e+00,5.465193271636962891e+00,4.941889941692352295e-01
-4.699364185333251953e+00,-5.831453204154968262e-01,4.715593814849853516e+00,-2.334523200988769531e-01
-5.648248672485351562e+00,-9.044720977544784546e-02,4.816322803497314453e+00,-9.842054843902587891e-01
-3.541950702667236328e+00,-1.377903074026107788e-01,4.737855434417724609e+00,-1.396744608879089355e+00
-4.936079025268554688e+00,-1.401026844978332520e-01,3.760430335998535156e+00,7.457756996154785156e-01
-4.759017467498779297e+00,5.681998729705810547e-01,4.455755710601806641e+00,-5.156351327896118164e-01
-4.423396587371826172e+00,-8.406147956848144531e-01,5.617296695709228516e+00,1.153056144714355469e+00
-4.449872016906738281e+00,-1.134303927421569824e+00,5.712389945983886719e+00,1.945892214775085449e+00
-3.461590051651000977e+00,-1.576681435108184814e-01,4.762060165405273438e+00,-1.254523873329162598e+00
-5.294567584991455078e+00,-2.330480515956878662e-01,5.134680747985839844e+00,1.141730770468711853e-01
-4.532401084899902344e+00,-8.028524518013000488e-01,5.958250522613525391e+00,2.700021564960479736e-01
-4.965251922607421875e+00,6.862072944641113281e-01,3.724052906036376953e+00,-1.444728374481201172e+00
-5.054953575134277344e+00,3.862406015396118164e-01,4.034002304077148438e+00,1.441938281059265137e-01
-5.676325321197509766e+00,3.884506225585937500e-01,5.138450145721435547e+00,-7.910275459289550781e-01
-3.407879829406738281e+00,7.966105341911315918e-01,4.564256191253662109e+00,-9.457463026046752930e-02
-4.807019710540771484e+00,-1.582427322864532471e-02,4.436412334442138672e+00,-1.114618301391601562e+00
-4.678265094757080078e+00,3.951561748981475830e-01,4.080525398254394531e+00,1.055911898612976074e+00
-5.807571887969970703e+00,7.901617884635925293e-02,5.434043407440185547e+00,-5.018295645713806152e-01
-3.158596515655517578e+00,-1.083783507347106934e+00,4.702929973602294922e+00,-6.262981295585632324e-01
-5.718306064605712891e+00,1.371632367372512817e-01,5.443371772766113281e+00,-7.805346846580505371e-01
