Epoch: 100 	 ELBO: -48.4806 	 RecLoss: 55.1614 	 KLD: 6.6808
Epoch: 200 	 ELBO: -49.1162 	 RecLoss: 56.0947 	 KLD: 6.9785
Epoch: 300 	 ELBO: -49.4911 	 RecLoss: 56.7171 	 KLD: 7.2260
Epoch: 400 	 ELBO: -50.3071 	 RecLoss: 57.3225 	 KLD: 7.0154
Epoch: 500 	 ELBO: -47.7933 	 RecLoss: 55.1311 	 KLD: 7.3378
Epoch: 600 	 ELBO: -49.4472 	 RecLoss: 56.7310 	 KLD: 7.2839
Epoch: 700 	 ELBO: -49.2188 	 RecLoss: 56.5685 	 KLD: 7.3497
Epoch: 800 	 ELBO: -51.3832 	 RecLoss: 58.7220 	 KLD: 7.3388
Epoch: 900 	 ELBO: -50.8100 	 RecLoss: 58.3483 	 KLD: 7.5383
Epoch: 1000 	 ELBO: -49.5894 	 RecLoss: 57.0440 	 KLD: 7.4547
Epoch: 1100 	 ELBO: -50.7157 	 RecLoss: 57.9147 	 KLD: 7.1990
Epoch: 1200 	 ELBO: -51.7515 	 RecLoss: 59.4970 	 KLD: 7.7455
Epoch: 1300 	 ELBO: -51.5324 	 RecLoss: 59.0156 	 KLD: 7.4832
Epoch: 1400 	 ELBO: -50.2171 	 RecLoss: 57.6411 	 KLD: 7.4240
Epoch: 1500 	 ELBO: -50.8246 	 RecLoss: 58.4016 	 KLD: 7.5770
Epoch: 1600 	 ELBO: -48.5095 	 RecLoss: 55.8914 	 KLD: 7.3820
Epoch: 1700 	 ELBO: -51.2782 	 RecLoss: 58.9702 	 KLD: 7.6920
Epoch: 1800 	 ELBO: -50.4927 	 RecLoss: 58.1706 	 KLD: 7.6779
Epoch: 1900 	 ELBO: -51.2227 	 RecLoss: 58.9394 	 KLD: 7.7167
Epoch: 2000 	 ELBO: -52.9575 	 RecLoss: 60.7506 	 KLD: 7.7931
Epoch: 2100 	 ELBO: -47.8938 	 RecLoss: 55.7323 	 KLD: 7.8385
Epoch: 2200 	 ELBO: -50.8787 	 RecLoss: 58.3802 	 KLD: 7.5015
Epoch: 2300 	 ELBO: -48.0967 	 RecLoss: 55.7880 	 KLD: 7.6913
Epoch: 2400 	 ELBO: -47.6406 	 RecLoss: 55.5687 	 KLD: 7.9282
Epoch: 2500 	 ELBO: -52.3858 	 RecLoss: 60.0001 	 KLD: 7.6143
Epoch: 2600 	 ELBO: -51.6107 	 RecLoss: 59.5287 	 KLD: 7.9180
Epoch: 2700 	 ELBO: -51.0162 	 RecLoss: 59.0542 	 KLD: 8.0380
Epoch: 2800 	 ELBO: -52.4384 	 RecLoss: 60.3694 	 KLD: 7.9309
Epoch: 2900 	 ELBO: -52.5985 	 RecLoss: 60.3484 	 KLD: 7.7500
Epoch: 3000 	 ELBO: -52.7076 	 RecLoss: 60.3791 	 KLD: 7.6715
Epoch: 3100 	 ELBO: -50.5178 	 RecLoss: 58.1704 	 KLD: 7.6526
Epoch: 3200 	 ELBO: -48.9538 	 RecLoss: 56.6870 	 KLD: 7.7332
Epoch: 3300 	 ELBO: -52.8514 	 RecLoss: 60.6106 	 KLD: 7.7592
Epoch: 3400 	 ELBO: -53.0343 	 RecLoss: 60.9020 	 KLD: 7.8678
Epoch: 3500 	 ELBO: -52.8479 	 RecLoss: 60.6110 	 KLD: 7.7631
Epoch: 3600 	 ELBO: -52.1768 	 RecLoss: 60.0521 	 KLD: 7.8753
Epoch: 3700 	 ELBO: -53.5941 	 RecLoss: 61.6454 	 KLD: 8.0513
Epoch: 3800 	 ELBO: -52.9788 	 RecLoss: 60.9668 	 KLD: 7.9880
Epoch: 3900 	 ELBO: -52.6060 	 RecLoss: 60.3430 	 KLD: 7.7370
Epoch: 4000 	 ELBO: -53.2297 	 RecLoss: 60.9818 	 KLD: 7.7521
Epoch: 4100 	 ELBO: -52.0330 	 RecLoss: 60.0028 	 KLD: 7.9698
Epoch: 4200 	 ELBO: -52.9350 	 RecLoss: 60.9161 	 KLD: 7.9811
Epoch: 4300 	 ELBO: -53.4377 	 RecLoss: 61.1622 	 KLD: 7.7246
Epoch: 4400 	 ELBO: -52.5254 	 RecLoss: 60.5645 	 KLD: 8.0392
Epoch: 4500 	 ELBO: -52.3998 	 RecLoss: 60.4925 	 KLD: 8.0927
Epoch: 4600 	 ELBO: -52.4058 	 RecLoss: 60.3219 	 KLD: 7.9161
Epoch: 4700 	 ELBO: -52.8722 	 RecLoss: 60.8749 	 KLD: 8.0027
Epoch: 4800 	 ELBO: -52.6673 	 RecLoss: 60.6303 	 KLD: 7.9630
Epoch: 4900 	 ELBO: -52.9959 	 RecLoss: 61.0674 	 KLD: 8.0715
Epoch: 5000 	 ELBO: -52.2346 	 RecLoss: 60.1619 	 KLD: 7.9273
Epoch: 5100 	 ELBO: -53.6506 	 RecLoss: 61.6158 	 KLD: 7.9653
Epoch: 5200 	 ELBO: -53.3422 	 RecLoss: 61.3522 	 KLD: 8.0100
Epoch: 5300 	 ELBO: -53.4724 	 RecLoss: 61.3809 	 KLD: 7.9085
Epoch: 5400 	 ELBO: -54.6588 	 RecLoss: 62.7154 	 KLD: 8.0566
Epoch: 5500 	 ELBO: -53.3191 	 RecLoss: 61.1407 	 KLD: 7.8216
Epoch: 5600 	 ELBO: -52.3307 	 RecLoss: 60.5245 	 KLD: 8.1938
Epoch: 5700 	 ELBO: -51.5860 	 RecLoss: 59.5962 	 KLD: 8.0102
Epoch: 5800 	 ELBO: -52.9185 	 RecLoss: 60.9395 	 KLD: 8.0209
Epoch: 5900 	 ELBO: -48.8233 	 RecLoss: 56.9791 	 KLD: 8.1557
Epoch: 6000 	 ELBO: -50.9648 	 RecLoss: 59.0898 	 KLD: 8.1251
