9.974136352539062500e+00,1.000690078735351562e+01,9.934064865112304688e+00,1.006681060791015625e+01,9.994835853576660156e+00,9.987550735473632812e+00,1.018015766143798828e+01,1.007741832733154297e+01,9.962694168090820312e+00,9.941913604736328125e+00,1.000145053863525391e+01,1.005372238159179688e+01,9.872843742370605469e+00,9.955427169799804688e+00,9.993004798889160156e+00,9.770324707031250000e+00,1.000639247894287109e+01,1.002480506896972656e+01,1.006665039062500000e+01,1.001171493530273438e+01,1.006913948059082031e+01,1.003338718414306641e+01,9.939723968505859375e+00,1.012691307067871094e+01,9.942861557006835938e+00,1.000179290771484375e+01,9.956318855285644531e+00,9.956375122070312500e+00,1.004794025421142578e+01,1.011338806152343750e+01,9.971193313598632812e+00,1.001333045959472656e+01,9.983800888061523438e+00,1.005312442779541016e+01,9.965085029602050781e+00,9.920764923095703125e+00,1.002061367034912109e+01,9.943883895874023438e+00,1.001884841918945312e+01,1.003641033172607422e+01,1.000558376312255859e+01,1.001349067687988281e+01,1.003189086914062500e+01,1.005673503875732422e+01,1.007740497589111328e+01,9.896149635314941406e+00,1.002928924560546875e+01,9.978997230529785156e+00,9.786624908447265625e+00,9.931630134582519531e+00,1.001776218414306641e+01,1.004307460784912109e+01,9.908962249755859375e+00,1.005802249908447266e+01,9.996938705444335938e+00
1.001749515533447266e+01,1.007086086273193359e+01,9.949382781982421875e+00,9.964167594909667969e+00,9.951086997985839844e+00,1.001654624938964844e+01,9.977397918701171875e+00,9.952589035034179688e+00,9.947884559631347656e+00,1.002030467987060547e+01,1.000639057159423828e+01,9.979899406433105469e+00,9.918243408203125000e+00,1.001393222808837891e+01,9.912341117858886719e+00,9.980888366699218750e+00,9.991467475891113281e+00,1.004488086700439453e+01,9.838309288024902344e+00,1.005562496185302734e+01,1.009541988372802734e+01,1.007119941711425781e+01,1.008290958404541016e+01,9.980994224548339844e+00,9.965079307556152344e+00,1.001009464263916016e+01,1.020056056976318359e+01,1.005671024322509766e+01,9.960888862609863281e+00,9.955204010009765625e+00,1.009393024444580078e+01,1.005901050567626953e+01,9.913241386413574219e+00,9.851688385009765625e+00,9.977624893188476562e+00,1.004514694213867188e+01,9.983963012695312500e+00,1.004393100738525391e+01,1.012986373901367188e+01,1.006398296356201172e+01,9.971178054809570312e+00,9.936817169189453125e+00,9.946452140808105469e+00,9.987321853637695312e+00,9.988543510437011719e+00,1.004408264160156250e+01,1.003462219238281250e+01,9.967701911926269531e+00,1.000957775115966797e+01,1.001757907867431641e+01,9.859758377075195312e+00,1.000785446166992188e+01,1.015967559814453125e+01,9.939929962158203125e+00,1.007903099060058594e+01
9.979793548583984375e+00,1.000599098205566406e+01,9.994743347167968750e+00,1.002128696441650391e+01,9.997923851013183594e+00,1.004324817657470703e+01,1.006500625610351562e+01,9.985230445861816406e+00,1.004957103729248047e+01,9.987448692321777344e+00,9.994775772094726562e+00,1.006709957122802734e+01,9.961502075195312500e+00,1.006458854675292969e+01,9.877668380737304688e+00,9.948321342468261719e+00,9.960946083068847656e+00,9.902815818786621094e+00,9.977530479431152344e+00,9.842705726623535156e+00,1.015018367767333984e+01,1.006066226959228516e+01,1.018660259246826172e+01,1.005643367767333984e+01,1.019435024261474609e+01,1.015118217468261719e+01,1.005853939056396484e+01,9.852135658264160156e+00,9.868290901184082031e+00,9.929814338684082031e+00,9.942389488220214844e+00,9.869119644165039062e+00,9.814560890197753906e+00,9.916196823120117188e+00,9.970613479614257812e+00,9.973012924194335938e+00,1.005245399475097656e+01,1.003054428100585938e+01,9.996264457702636719e+00,1.011289119720458984e+01,9.977148056030273438e+00,9.888381004333496094e+00,1.009495925903320312e+01,1.013929843902587891e+01,9.929174423217773438e+00,1.008801078796386719e+01,9.878209114074707031e+00,9.921197891235351562e+00,9.972388267517089844e+00,1.001866722106933594e+01,9.927085876464843750e+00,1.002453517913818359e+01,1.005251121520996094e+01,1.000519943237304688e+01,1.003943538665771484e+01
9.992950439453125000e+00,1.001332569122314453e+01,9.919353485107421875e+00,9.870764732360839844e+00,9.998237609863281250e+00,9.965393066406250000e+00,1.001825714111328125e+01,9.961704254150390625e+00,1.004072952270507812e+01,1.004807949066162109e+01,1.002151489257812500e+01,9.937382698059082031e+00,1.009787559509277344e+01,9.923505783081054688e+00,9.887070655822753906e+00,9.913962364196777344e+00,9.989798545837402344e+00,9.776535034179687500e+00,9.890869140625000000e+00,1.018924331665039062e+01,9.949489593505859375e+00,1.008556652069091797e+01,1.008798694610595703e+01,9.981432914733886719e+00,1.001365947723388672e+01,1.018771362304687500e+01,1.002233982086181641e+01,1.009138774871826172e+01,9.973407745361328125e+00,9.998440742492675781e+00,1.007904720306396484e+01,1.002805423736572266e+01,9.936035156250000000e+00,9.993410110473632812e+00,9.961147308349609375e+00,1.018130779266357422e+01,1.013984680175781250e+01,1.006473350524902344e+01,1.018001461029052734e+01,1.014498233795166016e+01,9.824135780334472656e+00,9.941718101501464844e+00,9.958958625793457031e+00,9.825202941894531250e+00,9.973539352416992188e+00,9.944674491882324219e+00,1.006228256225585938e+01,1.005454063415527344e+01,9.985488891601562500e+00,9.942030906677246094e+00,9.943181037902832031e+00,9.920763015747070312e+00,1.007471084594726562e+01,9.928962707519531250e+00,1.008075618743896484e+01
9.995107650756835938e+00,9.947432518005371094e+00,9.973197937011718750e+00,9.973297119140625000e+00,9.986040115356445312e+00,1.002806282043457031e+01,1.000307941436767578e+01,9.979524612426757812e+00,9.974043846130371094e+00,1.003401660919189453e+01,9.989673614501953125e+00,1.009570503234863281e+01,1.000573635101318359e+01,1.008520221710205078e+01,1.004656124114990234e+01,1.010462951660156250e+01,1.010987567901611328e+01,1.016889381408691406e+01,1.004901790618896484e+01,9.931602478027343750e+00,1.010550022125244141e+01,9.962747573852539062e+00,9.952045440673828125e+00,9.878850936889648438e+00,9.883727073669433594e+00,9.792761802673339844e+00,9.968301773071289062e+00,9.922368049621582031e+00,9.988698005676269531e+00,9.929839134216308594e+00,1.005195808410644531e+01,1.004317951202392578e+01,1.014389896392822266e+01,9.924968719482421875e+00,9.990312576293945312e+00,1.001997375488281250e+01,9.939832687377929688e+00,9.941764831542968750e+00,9.895518302917480469e+00,1.004104042053222656e+01,1.005414390563964844e+01,9.967552185058593750e+00,1.004477405548095703e+01,9.922183036804199219e+00,9.975721359252929688e+00,1.007531642913818359e+01,9.999563217163085938e+00,1.000739192962646484e+01,1.006625556945800781e+01,9.975427627563476562e+00,1.009908962249755859e+01,9.994543075561523438e+00,1.003300285339355469e+01,9.828342437744140625e+00,1.009219169616699219e+01
1.001733970642089844e+01,9.960421562194824219e+00,9.971187591552734375e+00,1.004671096801757812e+01,9.997128486633300781e+00,9.959948539733886719e+00,9.952196121215820312e+00,9.919895172119140625e+00,1.007296371459960938e+01,1.005178928375244141e+01,1.005094909667968750e+01,1.002633285522460938e+01,9.849728584289550781e+00,1.002852535247802734e+01,1.005128669738769531e+01,1.008125400543212891e+01,1.006001377105712891e+01,9.973382949829101562e+00,9.922236442565917969e+00,1.000139808654785156e+01,1.005284690856933594e+01,9.991190910339355469e+00,9.934643745422363281e+00,9.966987609863281250e+00,1.003847789764404297e+01,9.928182601928710938e+00,9.973375320434570312e+00,1.002554416656494141e+01,1.006238651275634766e+01,1.010378456115722656e+01,1.009864711761474609e+01,1.000260543823242188e+01,1.009721851348876953e+01,1.011379432678222656e+01,9.959220886230468750e+00,9.905640602111816406e+00,9.890762329101562500e+00,9.942192077636718750e+00,9.764088630676269531e+00,9.860196113586425781e+00,1.006528472900390625e+01,9.911100387573242188e+00,9.931146621704101562e+00,1.007207012176513672e+01,1.008828830718994141e+01,1.012718963623046875e+01,1.016450881958007812e+01,1.008990383148193359e+01,9.938397407531738281e+00,9.969601631164550781e+00,9.965248107910156250e+00,1.000815773010253906e+01,1.003765773773193359e+01,1.006990909576416016e+01,9.990132331848144531e+00
9.985640525817871094e+00,1.001541614532470703e+01,9.951152801513671875e+00,1.002863407135009766e+01,9.911186218261718750e+00,1.002318477630615234e+01,1.007441520690917969e+01,9.972249984741210938e+00,1.000776386260986328e+01,1.008614444732666016e+01,1.003522491455078125e+01,9.964479446411132812e+00,9.930039405822753906e+00,9.921562194824218750e+00,1.002707767486572266e+01,9.894870758056640625e+00,9.972991943359375000e+00,9.931714057922363281e+00,9.871126174926757812e+00,1.008401870727539062e+01,1.012063789367675781e+01,1.015052700042724609e+01,9.969300270080566406e+00,1.011842632293701172e+01,1.012964725494384766e+01,1.001319980621337891e+01,1.007783508300781250e+01,9.932883262634277344e+00,1.009145450592041016e+01,9.961526870727539062e+00,9.952816963195800781e+00,9.932254791259765625e+00,9.989480018615722656e+00,9.903372764587402344e+00,9.832495689392089844e+00,1.011877632141113281e+01,1.011374950408935547e+01,1.011173057556152344e+01,1.025410079956054688e+01,1.018050575256347656e+01,9.878534317016601562e+00,9.871607780456542969e+00,9.910257339477539062e+00,9.836419105529785156e+00,9.965206146240234375e+00,9.967256546020507812e+00,1.001708984375000000e+01,9.942987442016601562e+00,9.980971336364746094e+00,9.926462173461914062e+00,9.991836547851562500e+00,9.912780761718750000e+00,9.999413490295410156e+00,1.002215099334716797e+01,1.003327178955078125e+01
9.991044998168945312e+00,1.006016540527343750e+01,1.004561614990234375e+01,1.003385639190673828e+01,1.000070190429687500e+01,1.007861232757568359e+01,9.951482772827148438e+00,9.992241859436035156e+00,1.003254604339599609e+01,1.005534744262695312e+01,9.952683448791503906e+00,9.859943389892578125e+00,1.001325607299804688e+01,1.002254676818847656e+01,9.879506111145019531e+00,1.000974082946777344e+01,1.003861236572265625e+01,9.955110549926757812e+00,9.889528274536132812e+00,1.010328769683837891e+01,9.912540435791015625e+00,9.944357872009277344e+00,1.005421924591064453e+01,1.006952190399169922e+01,9.982206344604492188e+00,1.002902984619140625e+01,9.995285987854003906e+00,1.006668186187744141e+01,1.001118469238281250e+01,9.940369606018066406e+00,9.986671447753906250e+00,9.996331214904785156e+00,1.000007820129394531e+01,1.003046607971191406e+01,1.008279323577880859e+01,1.005225563049316406e+01,9.875311851501464844e+00,9.966440200805664062e+00,1.001595592498779297e+01,1.008537101745605469e+01,1.006707191467285156e+01,1.013733577728271484e+01,1.003626918792724609e+01,9.865550041198730469e+00,9.862029075622558594e+00,9.990489959716796875e+00,9.944240570068359375e+00,1.003360366821289062e+01,1.008381843566894531e+01,1.005217456817626953e+01,1.001187133789062500e+01,9.977983474731445312e+00,1.003614807128906250e+01,1.001105117797851562e+01,1.011280059814453125e+01
9.911952972412109375e+00,1.011047267913818359e+01,1.014384651184082031e+01,1.007553672790527344e+01,1.006513500213623047e+01,1.004290199279785156e+01,1.004544830322265625e+01,1.006530380249023438e+01,1.014405345916748047e+01,1.008114051818847656e+01,9.887630462646484375e+00,9.769313812255859375e+00,9.905245780944824219e+00,9.782483100891113281e+00,9.943734169006347656e+00,9.939800262451171875e+00,9.894621849060058594e+00,9.818400382995605469e+00,9.936531066894531250e+00,1.012965202331542969e+01,9.989470481872558594e+00,1.011591720581054688e+01,1.004834175109863281e+01,1.000167846679687500e+01,1.006732845306396484e+01,1.003471183776855469e+01,9.927577018737792969e+00,1.004992294311523438e+01,1.006735706329345703e+01,9.891807556152343750e+00,9.927190780639648438e+00,9.995023727416992188e+00,1.002303028106689453e+01,1.010631084442138672e+01,1.001864242553710938e+01,1.000788497924804688e+01,9.988271713256835938e+00,9.946343421936035156e+00,1.004351329803466797e+01,9.889781951904296875e+00,1.005903053283691406e+01,1.007471656799316406e+01,1.007739162445068359e+01,9.990520477294921875e+00,1.002973842620849609e+01,1.001952362060546875e+01,9.943570137023925781e+00,9.909933090209960938e+00,1.005850505828857422e+01,1.004092597961425781e+01,9.983411788940429688e+00,9.946468353271484375e+00,1.002942943572998047e+01,1.005941677093505859e+01,9.996664047241210938e+00
9.990244865417480469e+00,1.001569271087646484e+01,9.995917320251464844e+00,1.004114818572998047e+01,1.006316947937011719e+01,1.011570167541503906e+01,1.007867527008056641e+01,1.003023910522460938e+01,9.956339836120605469e+00,1.001208114624023438e+01,9.923206329345703125e+00,1.015677356719970703e+01,1.001733398437500000e+01,1.001654624938964844e+01,9.952222824096679688e+00,9.968767166137695312e+00,9.976277351379394531e+00,1.008939170837402344e+01,1.004682636260986328e+01,9.849645614624023438e+00,9.935033798217773438e+00,9.929108619689941406e+00,9.882193565368652344e+00,1.005513572692871094e+01,9.985861778259277344e+00,1.003047084808349609e+01,9.992021560668945312e+00,9.954492568969726562e+00,1.001399707794189453e+01,1.007385063171386719e+01,9.947556495666503906e+00,1.004914093017578125e+01,9.970948219299316406e+00,9.933139801025390625e+00,1.000000953674316406e+01,1.000459480285644531e+01,1.002240371704101562e+01,9.979415893554687500e+00,9.951379776000976562e+00,9.989630699157714844e+00,9.993458747863769531e+00,9.904142379760742188e+00,9.977500915527343750e+00,9.906912803649902344e+00,1.006565952301025391e+01,1.001325988769531250e+01,9.915484428405761719e+00,1.005607795715332031e+01,9.950021743774414062e+00,1.004649639129638672e+01,1.016652679443359375e+01,1.001485347747802734e+01,9.874297142028808594e+00,9.935411453247070312e+00,1.008060359954833984e+01
