2.541200816631317139e-01,2.970076203346252441e-01,-3.012002632021903992e-02,-3.432455658912658691e-01,-2.551916614174842834e-02,-3.913575038313865662e-02,2.727074623107910156e-01,-3.805271685123443604e-01,-1.542340815067291260e-01,-5.170329287648200989e-02,-2.711869776248931885e-01,1.450827345252037048e-02,-3.704855740070343018e-01,1.121596619486808777e-01,2.373676300048828125e-01,3.057151138782501221e-01,-1.923674196004867554e-01,1.210249364376068115e-01,5.177550017833709717e-03,1.892810761928558350e-01,-1.405934393405914307e-01
-9.587454795837402344e-02,2.177663743495941162e-01,-3.075252175331115723e-01,3.214796632528305054e-02,1.469188183546066284e-01,3.312361240386962891e-02,-3.475266695022583008e-01,2.863299548625946045e-01,-1.620330065488815308e-01,-2.383890151977539062e-01,1.594535559415817261e-01,3.950925767421722412e-01,-1.562829017639160156e-01,-1.721693575382232666e-01,-1.410822719335556030e-01,-3.069094195961952209e-02,-4.707707762718200684e-01,3.419630602002143860e-02,-1.639500260353088379e-02,1.987825036048889160e-01,1.422688066959381104e-01
-6.355094909667968750e-02,-3.037782311439514160e-01,6.122298166155815125e-02,-2.542296051979064941e-01,1.002581939101219177e-01,-2.333381772041320801e-01,2.089595794677734375e-01,-3.844271600246429443e-01,-8.358490467071533203e-02,2.429949343204498291e-01,9.462989866733551025e-02,2.972940504550933838e-01,-1.095246896147727966e-01,2.323865890502929688e-02,2.462214790284633636e-02,7.633252441883087158e-02,-1.960590183734893799e-01,1.214006990194320679e-01,4.649020731449127197e-01,-3.006919026374816895e-01,1.930942386388778687e-01
-9.301596879959106445e-02,-3.454396128654479980e-01,1.443508267402648926e-02,-1.728041619062423706e-01,2.755996584892272949e-01,1.294129639863967896e-01,-4.654103890061378479e-02,1.077431067824363708e-02,2.706156075000762939e-01,7.717646658420562744e-03,-5.438601598143577576e-02,2.122050523757934570e-01,-6.105900406837463379e-01,-1.591693237423896790e-02,1.820199191570281982e-01,3.484028577804565430e-01,1.074343919754028320e-01,-2.015529572963714600e-01,-6.332614272832870483e-02,1.799311935901641846e-01,9.768841415643692017e-02
2.519677579402923584e-01,6.954488158226013184e-02,-1.768829487264156342e-02,-1.539977192878723145e-01,3.193897902965545654e-01,3.155871927738189697e-01,-6.490510702133178711e-02,-1.698637455701828003e-01,-3.216237574815750122e-02,-4.238100051879882812e-01,-4.060434997081756592e-01,2.725572586059570312e-01,2.171816490590572357e-02,1.647908091545104980e-01,1.695684343576431274e-01,1.260445713996887207e-01,1.719213575124740601e-01,-2.593248188495635986e-01,2.546597123146057129e-01,2.663370221853256226e-02,1.361338049173355103e-01
2.554561197757720947e-01,-4.215728864073753357e-02,3.257284760475158691e-01,1.844323277473449707e-01,1.594694405794143677e-01,1.661387532949447632e-01,2.246248722076416016e-01,1.845896095037460327e-01,-2.550255656242370605e-01,-7.912016659975051880e-02,3.862961530685424805e-01,-4.895541071891784668e-02,9.993129223585128784e-02,-3.162307739257812500e-01,-1.167736053466796875e-01,4.118961393833160400e-01,2.449413388967514038e-02,1.128461509943008423e-01,2.121305465698242188e-01,-2.788638770580291748e-01,-5.465856194496154785e-02
1.034551560878753662e-01,-1.921226382255554199e-01,3.401573002338409424e-02,-1.403714865446090698e-01,3.847130760550498962e-02,2.174226492643356323e-01,3.043529987335205078e-01,7.852179557085037231e-02,-2.024853974580764771e-02,5.040642619132995605e-02,2.998602390289306641e-01,-4.593507200479507446e-02,5.158445239067077637e-01,-3.537922799587249756e-01,3.729202747344970703e-01,-7.517789304256439209e-02,-3.375227376818656921e-02,-7.987552881240844727e-02,-1.626215577125549316e-01,-1.859701275825500488e-01,2.906248569488525391e-01
-3.785109817981719971e-01,-1.858053207397460938e-01,-7.337696850299835205e-02,-1.922557950019836426e-01,2.750011086463928223e-01,1.167743057012557983e-01,1.487430185079574585e-01,-2.362825572490692139e-01,3.661324977874755859e-01,-1.617082804441452026e-01,2.123524397611618042e-01,2.827062904834747314e-01,1.322718858718872070e-01,8.756177872419357300e-02,-1.477548778057098389e-01,-2.473609000444412231e-01,-1.038609445095062256e-02,-2.706359922885894775e-01,1.288897693157196045e-01,-2.057980000972747803e-01,2.948314845561981201e-01
-1.959351897239685059e-01,-2.230129390954971313e-02,1.097057759761810303e-01,1.521256119012832642e-01,-3.079823218286037445e-02,-3.060204163193702698e-02,4.636594653129577637e-02,-4.111961275339126587e-02,1.153347790241241455e-01,1.081696525216102600e-01,-2.503986097872257233e-02,-4.420639276504516602e-01,-2.699458897113800049e-01,-2.635894417762756348e-01,1.610625535249710083e-01,-1.976447403430938721e-01,1.700260937213897705e-01,8.087368309497833252e-02,3.488926887512207031e-01,-4.525957703590393066e-01,-3.602573275566101074e-01
-1.721909046173095703e-01,6.245622038841247559e-01,5.825460329651832581e-02,2.606130540370941162e-01,5.501123517751693726e-02,-3.467702269554138184e-01,1.973608583211898804e-01,-7.944501191377639771e-02,1.953286081552505493e-01,-1.839779168367385864e-01,-4.244800284504890442e-02,-1.092692464590072632e-01,-2.326654456555843353e-02,1.849924325942993164e-01,1.660202145576477051e-01,1.192730590701103210e-01,1.902322024106979370e-01,3.258957266807556152e-01,1.842416077852249146e-01,-1.939383149147033691e-02,-3.752838075160980225e-02
