-7.836789488792419434e-01,-3.582085669040679932e-01,5.074782371520996094e-01
3.945366293191909790e-02,9.503960609436035156e-01,3.085294663906097412e-01
-3.353532552719116211e-01,4.238610267639160156e-01,8.413562774658203125e-01
6.863395571708679199e-01,-2.851205468177795410e-01,6.690622568130493164e-01
-4.229936897754669189e-01,-7.173826694488525391e-01,5.535684227943420410e-01
1.328893750905990601e-02,3.710747063159942627e-01,9.285081624984741211e-01
6.585949659347534180e-02,-8.326429128646850586e-01,5.498800873756408691e-01
-8.281612396240234375e-01,-3.068270534276962280e-02,5.596494674682617188e-01
-3.673827052116394043e-01,9.184619784355163574e-01,1.464828997850418091e-01
6.500270366668701172e-01,-7.473857402801513672e-01,1.374025642871856689e-01
5.572449564933776855e-01,-2.797581851482391357e-01,7.818016409873962402e-01
-5.506409406661987305e-01,-8.068937659263610840e-01,2.138155996799468994e-01
5.261473655700683594e-01,-4.578281044960021973e-01,7.166327834129333496e-01
-5.292310118675231934e-01,-2.834132313728332520e-01,7.997446656227111816e-01
-1.276001185178756714e-01,3.470988869667053223e-01,9.291073083877563477e-01
-2.251282036304473877e-01,-1.469018161296844482e-01,9.631911516189575195e-01
-1.907133460044860840e-01,-5.885588750243186951e-02,9.798798561096191406e-01
4.240985214710235596e-01,-5.965489149093627930e-01,6.813738346099853516e-01
-8.730229735374450684e-01,-3.178161084651947021e-01,3.698972463607788086e-01
-6.919351816177368164e-01,3.349141180515289307e-01,6.395767331123352051e-01
-9.209005236625671387e-01,2.346506118774414062e-01,3.112574517726898193e-01
3.455333709716796875e-01,8.454850316047668457e-01,4.071381688117980957e-01
6.603259444236755371e-01,-5.465351343154907227e-01,5.150427222251892090e-01
-4.447013437747955322e-01,-1.124702319502830505e-01,8.885895013809204102e-01
-8.115945458412170410e-01,-1.213632225990295410e-01,5.714765191078186035e-01
6.896578669548034668e-01,-3.652884662151336670e-01,6.252492666244506836e-01
-2.743126824498176575e-02,-5.725845694541931152e-01,8.193865418434143066e-01
-3.194834887981414795e-01,2.649921774864196777e-01,9.097853899002075195e-01
-8.423418998718261719e-01,5.075427889823913574e-01,1.812751889228820801e-01
-2.186369746923446655e-01,9.924624860286712646e-02,9.707460999488830566e-01
7.733321189880371094e-01,-3.897301554679870605e-01,5.000679492950439453e-01
-7.648379802703857422e-01,2.554666996002197266e-01,5.914049744606018066e-01
3.666852712631225586e-01,-9.160484671592712402e-01,1.624723523855209351e-01
9.343361258506774902e-01,-1.990626901388168335e-01,-2.956183552742004395e-01
3.989520668983459473e-01,-8.859053850173950195e-01,2.366622537374496460e-01
6.889126449823379517e-02,-9.573355913162231445e-01,2.806469202041625977e-01
-2.129940781742334366e-03,8.496259450912475586e-01,5.273815989494323730e-01
-3.807058036327362061e-01,-7.660309076309204102e-01,5.179376602172851562e-01
-3.738147914409637451e-01,3.979477286338806152e-01,8.377947807312011719e-01
3.725453615188598633e-01,-2.358506321907043457e-01,8.975437879562377930e-01
6.461849808692932129e-01,3.869248330593109131e-01,6.578255295753479004e-01
-1.919572651386260986e-01,1.858854591846466064e-01,9.636383652687072754e-01
2.323647886514663696e-01,3.618896901607513428e-01,9.027970433235168457e-01
-5.077044963836669922e-01,3.373097777366638184e-01,7.927535772323608398e-01
-4.245063066482543945e-01,2.518699690699577332e-02,9.050746560096740723e-01
4.484498128294944763e-02,9.121816754341125488e-01,4.073246419429779053e-01
2.400888204574584961e-01,-7.225093245506286621e-01,6.483341455459594727e-01
-5.788237452507019043e-01,2.742320299148559570e-01,-7.679581046104431152e-01
8.720190525054931641e-01,4.495873749256134033e-01,-1.935300976037979126e-01
6.151154041290283203e-01,4.837402701377868652e-01,6.225978732109069824e-01
2.747043073177337646e-01,4.904520213603973389e-01,8.270395994186401367e-01
4.312906861305236816e-01,2.149996608495712280e-01,8.762211203575134277e-01
-3.978285491466522217e-01,-4.065672159194946289e-01,8.224568367004394531e-01
5.135030746459960938e-01,-4.539031386375427246e-01,7.282074689865112305e-01
3.597560226917266846e-01,9.180273860692977905e-02,9.285192489624023438e-01
-5.299851894378662109e-01,1.138667762279510498e-01,8.403273224830627441e-01
-4.988168478012084961e-01,8.297832012176513672e-01,2.502823472023010254e-01
1.761699169874191284e-01,5.649448037147521973e-01,8.061025738716125488e-01
8.414123058319091797e-01,3.209030032157897949e-01,4.347944855690002441e-01
-9.562648087739944458e-02,7.692613601684570312e-01,6.317376494407653809e-01
2.262481153011322021e-01,-5.442722439765930176e-01,8.078238368034362793e-01
4.436176419258117676e-01,5.094874501228332520e-01,7.373099327087402344e-01
5.460134148597717285e-01,-2.309831678867340088e-01,8.053049445152282715e-01
6.715168356895446777e-01,-2.802622318267822266e-01,6.859432458877563477e-01
-8.359051942825317383e-01,-5.488734841346740723e-01,5.505828303284943104e-04
4.492188990116119385e-01,7.732186317443847656e-01,4.475888609886169434e-01
-2.898156344890594482e-01,-6.276739835739135742e-01,7.225180268287658691e-01
-4.841448664665222168e-01,-3.207277059555053711e-01,8.140869140625000000e-01
-3.246519565582275391e-01,-5.604114532470703125e-01,7.619318366050720215e-01
-1.512833386659622192e-01,-9.187393784523010254e-01,3.647347688674926758e-01
-1.725449711084365845e-01,-2.836487591266632080e-01,9.432772397994995117e-01
8.548053503036499023e-01,2.896454036235809326e-01,-4.305962920188903809e-01
-2.725857496261596680e-01,8.703443408012390137e-01,4.101192355155944824e-01
-5.632414817810058594e-01,-3.418309092521667480e-01,7.522703409194946289e-01
-2.771780192852020264e-01,-6.143542528152465820e-01,7.387431263923645020e-01
8.289577066898345947e-02,-7.931326031684875488e-01,6.033813357353210449e-01
3.906669616699218750e-01,-8.173993229866027832e-02,9.168957471847534180e-01
1.204840093851089478e-01,-2.298192381858825684e-01,9.657466411590576172e-01
3.545556962490081787e-01,-7.123925685882568359e-01,6.056292057037353516e-01
-5.023301839828491211e-01,-1.174016967415809631e-01,8.566685914993286133e-01
-5.321000218391418457e-01,-8.415160775184631348e-01,9.338068217039108276e-02
-6.239404082298278809e-01,-3.430286943912506104e-01,7.021604776382446289e-01
-3.653392195701599121e-01,6.967225074768066406e-01,6.173369884490966797e-01
9.630176424980163574e-01,-2.304638475179672241e-01,1.395838111639022827e-01
7.044642567634582520e-01,6.602995991706848145e-01,2.602583467960357666e-01
-9.006155729293823242e-01,-6.141026318073272705e-02,4.302562177181243896e-01
4.377388358116149902e-01,-2.879249453544616699e-01,8.517533540725708008e-01
3.233712613582611084e-01,-2.775221467018127441e-01,9.046614170074462891e-01
-8.952869176864624023e-01,9.204914420843124390e-02,4.358767867088317871e-01
4.317215085029602051e-01,4.938758909702301025e-01,7.547870278358459473e-01
-7.661718130111694336e-01,2.149588912725448608e-01,6.056184768676757812e-01
-3.312680423259735107e-01,6.568441987037658691e-01,6.773605942726135254e-01
9.836500883102416992e-01,1.772428750991821289e-01,3.189766407012939453e-02
-6.959024071693420410e-01,4.649502038955688477e-01,5.473037958145141602e-01
-8.919763565063476562e-02,1.328372359275817871e-01,9.871159791946411133e-01
-9.994391202926635742e-01,3.302594646811485291e-02,5.557741969823837280e-03
6.678835153579711914e-01,5.740007758140563965e-01,4.737663865089416504e-01
-9.601728320121765137e-01,2.573296129703521729e-01,1.088573485612869263e-01
4.604116976261138916e-01,4.121590554714202881e-01,7.862226366996765137e-01
-2.922148704528808594e-01,3.387110531330108643e-01,8.943631052970886230e-01
