9.943279266357421875e+00,9.876978874206542969e+00,1.010995674133300781e+01
9.809481620788574219e+00,9.122073173522949219e+00,9.239640235900878906e+00
1.066014003753662109e+01,9.046933174133300781e+00,9.077080726623535156e+00
1.015888500213623047e+01,1.010614871978759766e+01,1.079914379119873047e+01
9.874032020568847656e+00,9.357333183288574219e+00,9.735091209411621094e+00
9.986953735351562500e+00,1.011385440826416016e+01,9.361227989196777344e+00
9.512864112854003906e+00,1.040788269042968750e+01,1.058931541442871094e+01
1.022834968566894531e+01,9.353114128112792969e+00,9.191844940185546875e+00
9.484365463256835938e+00,1.067787933349609375e+01,1.092007064819335938e+01
1.010459995269775391e+01,9.395798683166503906e+00,9.732155799865722656e+00
9.338394165039062500e+00,9.040227890014648438e+00,9.597262382507324219e+00
1.029728794097900391e+01,1.094004726409912109e+01,1.092716121673583984e+01
1.041372776031494141e+01,9.805372238159179688e+00,9.976965904235839844e+00
9.741333007812500000e+00,9.870296478271484375e+00,9.237676620483398438e+00
1.001866149902343750e+01,1.126452159881591797e+01,1.082753086090087891e+01
1.053744602203369141e+01,1.047303867340087891e+01,1.028241729736328125e+01
9.130038261413574219e+00,9.986604690551757812e+00,1.067710399627685547e+01
1.052873325347900391e+01,9.831924438476562500e+00,9.078926086425781250e+00
1.053819561004638672e+01,1.029859924316406250e+01,1.042905998229980469e+01
1.079367828369140625e+01,9.975875854492187500e+00,1.067375087738037109e+01
9.459074020385742188e+00,1.003531646728515625e+01,1.034131240844726562e+01
1.145374584197998047e+01,1.156372070312500000e+01,1.069932937622070312e+01
9.954796791076660156e+00,1.012007045745849609e+01,9.969105720520019531e+00
9.218423843383789062e+00,9.199801445007324219e+00,9.410436630249023438e+00
9.762366294860839844e+00,9.077801704406738281e+00,1.005317878723144531e+01
9.741872787475585938e+00,8.875989913940429688e+00,9.416631698608398438e+00
9.681014060974121094e+00,9.076464653015136719e+00,9.940645217895507812e+00
9.619259834289550781e+00,1.051768684387207031e+01,8.879906654357910156e+00
9.818083763122558594e+00,9.029348373413085938e+00,9.153172492980957031e+00
1.003067207336425781e+01,1.111840534210205078e+01,1.039057826995849609e+01
9.703647613525390625e+00,9.278705596923828125e+00,9.732173919677734375e+00
1.002109336853027344e+01,1.004363727569580078e+01,9.525847434997558594e+00
9.922560691833496094e+00,9.792072296142578125e+00,1.047624015808105469e+01
9.966284751892089844e+00,1.081317901611328125e+01,9.893362998962402344e+00
1.068487834930419922e+01,1.050362968444824219e+01,1.056616878509521484e+01
8.909667968750000000e+00,8.560487747192382812e+00,9.052264213562011719e+00
8.976126670837402344e+00,9.601541519165039062e+00,9.844991683959960938e+00
9.713664054870605469e+00,1.019614124298095703e+01,1.005559349060058594e+01
