2.240324020385742188e-01,5.206583142280578613e-01,7.638334296643733978e-03,-5.489385724067687988e-01,-7.790006399154663086e-01,3.500133454799652100e-01,8.980569839477539062e-01,1.171596273779869080e-01,-9.277102947235107422e-01,1.250191092491149902e+00
2.958624064922332764e-01,-1.037575602531433105e-01,-1.097328901290893555e+00,-1.495692580938339233e-01,-2.587133944034576416e-01,-2.007478922605514526e-01,-2.356408983469009399e-01,3.937815129756927490e-01,-7.170374393463134766e-01,-2.141271829605102539e-01
-5.961278676986694336e-01,-1.455490708351135254e+00,6.428718566894531250e-01,4.807368516921997070e-01,-1.375059127807617188e+00,-9.557481408119201660e-01,1.327658742666244507e-01,7.340036630630493164e-01,-1.638983249664306641e+00,4.423589706420898438e-01
-2.230172753334045410e-01,3.761984705924987793e-01,-5.848349332809448242e-01,6.748612225055694580e-02,-2.264927029609680176e-01,-8.080538511276245117e-01,4.766023755073547363e-01,2.526889145374298096e-01,5.397084355354309082e-01,-1.353836178779602051e+00
3.468719124794006348e-01,1.214475259184837341e-01,-2.300048172473907471e-01,-1.179448962211608887e+00,-8.096830844879150391e-01,-8.313869237899780273e-01,1.241784930229187012e+00,-1.039172708988189697e-01,5.572970509529113770e-01,-1.107880353927612305e+00
-3.459119796752929688e-01,5.606516003608703613e-01,-2.403844445943832397e-01,9.371632337570190430e-01,-4.399337172508239746e-01,-1.985552310943603516e-01,6.816890835762023926e-02,4.747300148010253906e-01,-1.252686381340026855e+00,-1.779476702213287354e-01
8.056756854057312012e-01,4.398075640201568604e-01,5.894485712051391602e-01,7.054576277732849121e-01,-2.507393062114715576e-01,-6.662890315055847168e-03,-3.997351825237274170e-01,1.631924808025360107e-01,6.181766390800476074e-01,-1.021746039390563965e+00
8.696921467781066895e-01,-2.732979953289031982e-01,8.150703907012939453e-01,1.074766397476196289e+00,-1.576614499092102051e+00,-5.779965221881866455e-02,1.422566056251525879e+00,5.410543084144592285e-02,-1.677806824445724487e-01,5.913032293319702148e-01
-5.082802772521972656e-01,-1.287323832511901855e+00,-3.648695349693298340e-02,-2.513993084430694580e-01,-3.716614246368408203e-01,-4.693504273891448975e-01,1.226502180099487305e+00,-6.234546899795532227e-01,-6.984838247299194336e-01,-7.909023761749267578e-01
1.956244707107543945e-01,-5.437432527542114258e-01,5.493938326835632324e-01,-5.343239307403564453e-01,3.217728137969970703e-01,5.260565876960754395e-01,-1.419879794120788574e+00,2.191376984119415283e-01,4.742469638586044312e-03,1.225135624408721924e-01
4.694818854331970215e-01,3.911347687244415283e-01,9.033028483390808105e-01,-7.682317495346069336e-01,3.098499476909637451e-01,-7.544717937707901001e-02,-1.493441462516784668e+00,-4.706114232540130615e-01,-8.931909501552581787e-02,-5.290821194648742676e-01
