3.100609867126455477e+00,1.717083153450753574e-01,5.986381726438522871e-02,3.088639095980049376e+00,2.312706338952923990e-01,3.017672029527860733e+00
3.036298018811630861e+00,-8.623817670743624819e-02,6.887672130217320499e-02,3.159119386782499816e+00,-9.312370766553899892e-02,2.947897532562293588e+00
3.084823211885852956e+00,1.043284441345743163e-03,2.908822782181078037e-02,3.200570510486868248e+00,-1.738263931277820307e-01,3.208968248099326903e+00
3.157210986531890917e+00,-1.773026715016872701e-01,-5.028299099882202298e-03,3.025468936421680688e+00,2.560160053984413854e-03,3.092291001394104288e+00
3.269797947256631865e+00,1.214145591654320136e-02,1.051449456380970232e-01,3.116958653250465172e+00,-2.487719403700127535e-02,3.195815250115431549e+00
3.452421776268998599e+00,2.400225949157021310e-01,2.781776835023013761e-01,3.064424400048232577e+00,9.531174941602577055e-02,2.832108040158360485e+00
3.053390611656384035e+00,-1.284597041826626984e-01,-8.862155848808636605e-02,3.112125603846162214e+00,1.496109047169364714e-01,2.983861906111186180e+00
3.209406588532750071e+00,-3.115027566450827567e-01,2.386490938159248620e-01,3.296320267767256951e+00,-2.645324919502534816e-02,3.096734959233186757e+00
3.058764456944167875e+00,-1.483936247936717134e-01,-1.040097328177159025e-01,3.123630900343265182e+00,-1.724303026218007226e-02,3.206909141141161879e+00
3.198899295090203321e+00,1.203639796958177327e-01,7.187942986319303951e-02,3.053658477570093233e+00,1.332004700574213329e-01,3.106955711349712601e+00
3.077776430378491135e+00,-2.225015360060911968e-02,2.215888631516943208e-01,3.075674429834460710e+00,-3.522642865776765692e-02,3.362626497115480451e+00
3.117523295600382660e+00,-8.902749793913897203e-02,6.993903758016035976e-02,3.174903597326781401e+00,3.524616707555455197e-01,2.948535799493792187e+00
3.105335504035928729e+00,-2.864356220516357521e-01,-1.616222177428840168e-02,3.140964260723934753e+00,-6.858085002931767205e-02,3.220984645727719364e+00
3.198226397656748876e+00,1.090403375116310025e-01,1.298199185622841145e-01,3.391467421642618607e+00,1.029582378425568240e-01,3.034305074788411716e+00
3.130378148509771030e+00,3.545275955879860774e-01,-1.196619102737656870e-01,3.222773634130658760e+00,1.420832113974288269e-01,3.209198954180188856e+00
3.156006280005207998e+00,2.636597085459883028e-01,-9.734722427241473963e-02,3.173688102142757650e+00,-9.427025883502859749e-02,3.230484716232066678e+00
3.189437748719911259e+00,1.391830467236425672e-01,-1.053388367950379954e-02,3.330610917555976602e+00,-6.442396897441239612e-02,3.331879600759059201e+00
3.206341931644438148e+00,4.466527007230784024e-02,-8.163678295019263093e-03,3.064050241812530828e+00,1.149480282098756523e-01,3.132562389812080017e+00
3.262154455647782836e+00,5.173895356218079222e-02,8.670041137973451273e-02,3.191456593462804747e+00,9.691185946192354406e-02,3.062693976230630888e+00
3.152304119961828466e+00,-5.833244404737757127e-02,1.231681247874603230e-01,3.055149531943526231e+00,-8.156871281427048592e-02,3.022518344402883361e+00
3.097528615406276664e+00,-1.286217604597827413e-01,1.295063086056817414e-01,3.179828244811448545e+00,2.920025332498169535e-01,3.040316828713254704e+00
3.280249716386315129e+00,-2.605696508414418258e-02,-2.079558760270933115e-01,3.143412728821008972e+00,5.809905248916398535e-02,3.275329707023435954e+00
3.120218434474990588e+00,-2.364910290744132171e-01,-8.537969461114083836e-02,3.149933859111146095e+00,-4.462203909990964529e-02,3.362178402917906705e+00
3.231336131310215354e+00,-1.431580100210326778e-01,7.535234381627404186e-03,2.969358591548818094e+00,9.543360476275430937e-02,3.247898408871880971e+00
3.062487637649216943e+00,1.657532755786161605e-01,-1.396076736510527272e-01,3.093391696939312929e+00,3.724780017091884610e-02,3.134934072743571054e+00
3.082084278107859898e+00,1.184839823774780226e-01,1.351197207690561508e-01,3.183132067246374319e+00,1.821248152278611976e-01,2.877341044841650763e+00
3.168147937885934518e+00,1.592039079687478653e-01,1.115501054087005006e-01,3.205648276885317394e+00,-9.630701986293399575e-03,3.177357719754708043e+00
2.976679573850969263e+00,7.765849212043469951e-02,-1.957488001099144115e-01,3.284629218506200932e+00,1.425665390115216612e-02,3.097533061121288345e+00
2.941234191703745005e+00,1.576519515378381475e-01,3.610416435944318464e-02,3.193055127553862782e+00,-6.443435351893948837e-02,3.083331136425400132e+00
3.298929687060801808e+00,-2.300886141833613507e-02,8.656758146075825555e-03,3.121375305226262942e+00,-6.053318876582692090e-03,3.109567350914404393e+00
3.186994298530610781e+00,-1.910937372472580886e-01,5.043328150693056691e-03,3.010405416456877870e+00,9.506226787483335050e-02,3.191298016043934815e+00
2.930461043915902231e+00,1.711775859323422244e-02,1.497833175368600556e-01,3.265276865765550873e+00,-1.610365972716685523e-01,3.165955945827243934e+00
2.985745115026491536e+00,-9.956640303656950908e-02,1.051734631882416116e-01,3.091828186705412040e+00,-1.024313476020280861e-01,3.240584583758020720e+00
3.250280810661488218e+00,6.631408969656481245e-02,1.224725805513975641e-01,3.081194448739438929e+00,-4.673038839403629435e-02,3.224639030213945379e+00
3.171956237739582463e+00,-4.097097446706885610e-02,2.689434680991352744e-01,3.087810804007629528e+00,-2.099892437106880561e-01,2.978727631344664672e+00
3.282468207065260213e+00,1.055234684634281245e-01,-3.015534273884299399e-01,3.061901790894622000e+00,2.566515618700298540e-01,3.093617237864852765e+00
3.192801764232246153e+00,-2.719419911932431932e-01,1.240779265084069327e-01,3.156733436874323395e+00,1.656490351219475909e-01,3.068296314015444892e+00
3.358572171182744537e+00,4.104761949735527549e-02,8.952221101677924897e-02,3.031912277836099179e+00,-4.236109495657836704e-02,3.297402717068586675e+00
3.185978858965150984e+00,-4.404039129626466376e-02,-9.051378060239392842e-02,3.162538970693200557e+00,-9.567647445267238315e-03,3.158230943721454409e+00
3.236187688050983891e+00,-6.067859055849980990e-03,1.017511636094302688e-02,3.268232483222653251e+00,-1.032668725417562744e-01,3.097904774413524631e+00
3.192623749247257781e+00,-1.910239698375857109e-01,1.024351911360493923e-02,3.230027288090228765e+00,2.121169114514155629e-01,3.318390164933056496e+00
3.291729410251656773e+00,1.023521064957248622e-01,2.721183458343474637e-01,3.309654130253079973e+00,1.446099003043192222e-01,3.295408019356474760e+00
3.409491110127868208e+00,3.389135716186191249e-01,1.006230050042079827e-01,3.029438813338758862e+00,1.679536011693798792e-01,3.182596014231143133e+00
3.021935357906770481e+00,1.639103025439156980e-01,-1.429466072072692606e-01,3.041266562330493972e+00,1.719470918066089982e-01,3.050958177541791105e+00
3.241314777848008255e+00,-9.589783487494013547e-02,-2.998139790535896652e-03,2.960743867640798666e+00,9.020059396031862575e-02,3.133191334894160462e+00
3.289533157221146364e+00,1.869550357353974568e-01,-1.976550550638389303e-01,3.026156750364627168e+00,9.527114533878061620e-02,3.127450476021361947e+00
3.116090067443217482e+00,-9.282679408215185890e-02,-3.856557050757983274e-02,3.053954532885747142e+00,-1.176872338079103797e-01,3.148705021565723960e+00
3.169856061640975220e+00,-1.751391247889208524e-01,9.639158293875690897e-02,3.261276759507431233e+00,1.750268402823025038e-01,3.196996969603886907e+00
2.820738528243852627e+00,-7.952504144758464066e-02,-8.721871712688294975e-02,3.164328647010495210e+00,-3.068438075241947116e-01,3.336939772763058976e+00
3.182087655055303888e+00,5.639666643171079713e-02,-9.167687119974789189e-02,2.985755179105830770e+00,4.435953373600218935e-02,3.271235743641122351e+00
3.310269159497127855e+00,-5.190359353773230794e-02,-4.134451850257001571e-01,3.321405456137224821e+00,1.333235737878752658e-01,3.293260354844242066e+00
3.003486818196682506e+00,8.188668669277877898e-02,1.649394867238365703e-01,3.069879509320784461e+00,5.900593334001837803e-02,3.067996113154134008e+00
3.321950164488125523e+00,7.485354301327272475e-02,2.303622636450576230e-02,3.097674589860499150e+00,-3.567850541362679873e-01,3.306023889474221100e+00
3.190662050420347562e+00,2.385859007608696070e-01,7.689679388205006294e-02,3.320451532298975383e+00,-1.075076030275917832e-01,3.225923751931770944e+00
3.188012185421104316e+00,-6.388111020186731936e-02,4.534291369890857681e-01,3.174528835074533095e+00,-1.563256777182411850e-01,3.079810785029979403e+00
3.189870598695265791e+00,-1.397818972551972960e-01,7.017075713348341903e-02,3.188476093859901717e+00,-1.150356507461067213e-01,2.841355868589173106e+00
3.240517912952632251e+00,-8.280717309800625370e-02,-1.964003351955527499e-01,3.054795250082712688e+00,-1.145179250408317612e-01,3.101752316372012430e+00
3.170851995872781881e+00,8.048132436499745579e-03,-1.602945600058727771e-01,3.279999601487826322e+00,1.632909699989618380e-01,3.056925971236902573e+00
