using M.Exp for Logarithm
Epoch: 10 	 loss = 2587.9272
Epoch: 20 	 loss = 5183.8169
Epoch: 30 	 loss = 5345.2910
Epoch: 40 	 loss = 2144.9932
Epoch: 50 	 loss = 3585.4648
Epoch: 60 	 loss = 2967.8506
Epoch: 70 	 loss = 2310.0200
Epoch: 80 	 loss = 2399.7925
Epoch: 90 	 loss = 10229.3262
Epoch: 100 	 loss = 2219.4060
Epoch: 110 	 loss = 3694.9502
Epoch: 120 	 loss = 3705.6641
Epoch: 130 	 loss = 3333.4775
Epoch: 140 	 loss = 2525.2012
Epoch: 150 	 loss = 2416.6001
Epoch: 160 	 loss = 10906.4609
Epoch: 170 	 loss = 3858.6406
Epoch: 180 	 loss = 3778.3413
Epoch: 190 	 loss = 2834.7012
Epoch: 200 	 loss = 2215.9756
Epoch: 210 	 loss = 2550.7036
Epoch: 220 	 loss = 9916.5986
Epoch: 230 	 loss = 2955.8354
Epoch: 240 	 loss = 2891.4800
Epoch: 250 	 loss = 10883.7051
Epoch: 260 	 loss = 3585.3098
Epoch: 270 	 loss = 3483.6489
Epoch: 280 	 loss = 10064.8594
Epoch: 290 	 loss = 5526.7900
Epoch: 300 	 loss = 2189.7441
Epoch: 310 	 loss = 2489.3701
Epoch: 320 	 loss = 2316.6138
Epoch: 330 	 loss = 2474.7412
Epoch: 340 	 loss = 3350.1196
Epoch: 350 	 loss = 2267.3662
Epoch: 360 	 loss = 2697.6602
Epoch: 370 	 loss = 5544.7275
Epoch: 380 	 loss = 3484.0020
Epoch: 390 	 loss = 9988.9033
Epoch: 400 	 loss = 2176.6130
Epoch: 410 	 loss = 2852.0303
Epoch: 420 	 loss = 10018.7178
Epoch: 430 	 loss = 2318.3613
Epoch: 440 	 loss = 10186.6494
Epoch: 450 	 loss = 10637.0283
Epoch: 460 	 loss = 10564.3506
Epoch: 470 	 loss = 2399.3877
Epoch: 480 	 loss = 3940.6211
Epoch: 490 	 loss = 2529.0103
Epoch: 500 	 loss = 2847.8335
Epoch: 510 	 loss = 3082.9868
Epoch: 520 	 loss = 3231.3208
Epoch: 530 	 loss = 3911.0842
Epoch: 540 	 loss = 2905.7168
Epoch: 550 	 loss = 2626.2222
Epoch: 560 	 loss = 2279.2458
Epoch: 570 	 loss = 3745.9692
Epoch: 580 	 loss = 2283.7197
Epoch: 590 	 loss = 3963.1548
Epoch: 600 	 loss = 9996.2051
Epoch: 610 	 loss = 9836.0254
Epoch: 620 	 loss = 3636.5649
Epoch: 630 	 loss = 2208.7939
Epoch: 640 	 loss = 3389.2603
Epoch: 650 	 loss = 2645.2285
Epoch: 660 	 loss = 5068.7139
Epoch: 670 	 loss = 2127.0706
Epoch: 680 	 loss = 2257.2373
Epoch: 690 	 loss = 10455.4531
Epoch: 700 	 loss = 4201.2383
Epoch: 710 	 loss = 9820.5791
Epoch: 720 	 loss = 4537.6445
Epoch: 730 	 loss = 2194.2644
Epoch: 740 	 loss = 2376.7271
Epoch: 750 	 loss = 10033.9775
Epoch: 760 	 loss = 4469.7793
Epoch: 770 	 loss = 9876.7109
Epoch: 780 	 loss = 2101.1519
Epoch: 790 	 loss = 2716.4436
Epoch: 800 	 loss = 2385.8564
Epoch: 810 	 loss = 3540.6992
Epoch: 820 	 loss = 5583.7305
Epoch: 830 	 loss = 11168.6787
Epoch: 840 	 loss = 2434.5278
Epoch: 850 	 loss = 2145.9800
Epoch: 860 	 loss = 2211.3364
Epoch: 870 	 loss = 2201.8213
Epoch: 880 	 loss = 4560.3486
Epoch: 890 	 loss = 2712.1121
Epoch: 900 	 loss = 3175.6475
Epoch: 910 	 loss = 2307.6086
Epoch: 920 	 loss = 2516.4241
Epoch: 930 	 loss = 2235.9932
