8.253403036249220559e-01,2.854019623793761506e-01,-8.932345958457669211e-01,-1.180134906531142391e+00,7.474459806306564535e-02
-9.576358221433260709e-02,-8.241949353620855456e-01,-9.894231985137125207e-02,-4.108130568921068426e-01,-1.378749841265830278e-01
-1.521302383007213654e-01,7.830064001963428222e-01,-2.157509772513892254e-01,7.281569567007517563e-01,1.184936727426605829e+00
-3.229423126902279950e-01,-5.716524204011683707e-01,3.393209035645080029e-01,-1.355489549596001764e-01,-8.060578254010333232e-01
5.427838008683824045e-01,-6.368575346865317233e-01,-2.067269945826909205e-01,2.577120900973191575e-01,-5.300241114872182857e-01
9.826397104339518185e-01,4.933564337005064138e-01,2.550839748659918804e-01,1.184640995516245354e+00,-6.460048780567611004e-01
2.190088740128574851e-01,7.818752062963864047e-01,-2.538746609032451751e-01,5.847473580101043567e-01,-2.628664760939553036e-01
-1.281790002339966206e+00,-9.543044895621813350e-03,-7.605388181096012223e-01,7.790328479358600289e-01,1.200150993274300859e+00
-8.932250787797066938e-01,1.238623552860040000e+00,-4.074489684044451110e-01,3.116500720911009603e-01,-1.346164648053017610e+00
1.252704016704320633e+00,1.366289400066158066e+00,-6.892082801594331953e-02,-5.706712568778847805e-01,-3.369091011290754611e-01
1.086762833364893543e+00,1.018895037157857564e+00,1.891202541598044698e-02,1.750955045868757276e-01,3.276601420800665521e-01
5.204668406881087783e-01,-4.854471991300403078e-01,-2.759170644096130554e-01,-3.454808603343777484e-01,6.083163604026795568e-01
-5.686665116540418063e-01,-7.235718441828180580e-01,-1.206869497143041037e-01,-2.382531979210165962e-01,7.319580837840293508e-02
-1.085755335071507233e+00,-1.044005637180343005e+00,1.665169363155854509e-01,-1.208052112669990019e-01,-8.566681885626156179e-01
4.198135999796230589e-04,1.259147585954381254e+00,-8.028244511662969290e-03,-6.282912396710577108e-02,-8.006766222856976922e-01
2.517044643268544490e-01,-1.011737667451209965e+00,-1.041188722326657823e+00,-3.638129381057163547e-01,-3.737132036382165845e-01
5.869486287293461668e-01,4.754328665607907012e-01,-5.631865242224270984e-01,-5.856778673597213825e-01,2.244191519467195195e-01
-6.555866219379293813e-01,2.196480741277235735e-02,8.533257672831549845e-03,-3.293439375731765928e-01,8.843211321200478148e-02
-2.415698622892804154e-02,4.777161658521076881e-01,-1.374224824092008745e+00,-1.298341449683387161e+00,-6.583916090117609698e-01
-5.196875261995569373e-01,-7.905990571328014305e-01,-1.966133371141382674e-02,1.539597141723059170e-01,5.914892063261685262e-01
-7.507094280277948339e-01,-1.123649707681837029e+00,-6.243500146507355852e-01,-3.921390203535508046e-01,3.295493101452477425e-01
-9.491620512639645790e-01,-3.262499285025327045e-01,1.957102840969258128e-01,3.317372044898713734e-01,9.641993335096459006e-03
1.521433183071239092e+00,1.459368894267081274e-01,-4.659848946870860931e-01,-1.561892238730434868e-01,-4.908898951576124992e-01
1.603804853109780160e+00,1.106742487702970568e+00,-1.434381229838944671e+00,-8.818734633125813183e-01,2.787806397189282470e-01
3.624630437454545162e-01,-1.000572579692764252e+00,4.907627478519805964e-01,1.576431968879100642e-01,1.558509580931126681e-01
-5.871628828531274547e-01,-9.924086413199099121e-01,-5.085390900373008005e-01,-1.628825064279461332e-01,5.591426573007934886e-01
-1.224818704253057694e-01,2.262261578428043651e-01,-8.301154369469007088e-01,1.872172775071136719e-01,-4.749788024756597116e-01
4.912712942685896200e-01,-5.653941431590893130e-01,2.633154193279939603e-01,-1.855399171551328497e-01,-1.098245636123881541e-01
3.036003206005171151e-01,-1.204456921809158088e+00,2.217655605606645430e-01,6.920933070826641442e-01,7.572535028047967520e-01
-5.509635487242595803e-02,-5.294132560938793475e-01,1.682594076445279030e-01,7.600424970870642838e-01,1.826959518043331510e-01
-5.127418621149401057e-01,4.483635295374730489e-01,-1.451574304084549960e-01,-3.916052011381424003e-01,-8.999929775097173512e-02
4.249945648698674194e-01,2.740671634348267882e-01,6.888695079763765827e-01,-1.066903782631822173e+00,-1.078029596627517961e+00
-2.702060498300408731e-01,6.092949160274431231e-01,-9.382247701235436887e-02,1.471441604267228753e-01,-8.061231960024396459e-01
-9.292873053194219413e-01,4.103604106543130015e-01,5.401479825049384509e-01,1.593941296543338160e+00,3.300392144693317098e-01
5.721233571972130783e-01,-1.179165905454647306e-01,-4.033486955182756517e-02,2.957638718044938164e-01,-8.891645924901345754e-01
1.126051574824203927e-01,-3.525127040687323077e-01,-1.592922696979968133e-01,5.531952897545584502e-01,-3.709097024725690472e-01
-5.877391539559403411e-01,2.774970187563506330e-01,8.176782290480374971e-02,1.793783625380993563e-01,-4.979826581814153497e-01
7.200005965188425172e-01,1.022351765803806850e-01,9.887423226137794785e-01,-4.907917250530818842e-01,6.627363488246809098e-01
-2.827968321179994415e-01,-2.764479761432159788e-01,-8.731322383101742801e-01,5.764636056774699036e-01,3.790310143851820524e-01
1.005114288012657120e+00,-1.123191308428154837e-02,7.317146838081690641e-01,-1.455683406935518731e-01,1.539810265627634456e+00
-1.035557256515481583e+00,1.397554297138347834e-01,2.447764621009059227e-01,-5.447304456743612411e-01,4.074045553615592702e-02
-2.688424128556003434e-01,-5.013776166484597008e-01,7.721599516724017009e-01,-9.944272028722416223e-01,-1.634790462775941033e-01
1.076708404548986087e+00,4.555110266761608351e-01,-5.311187067986578719e-02,2.817314871003126497e-02,4.386172140052529977e-01
8.505904021714127961e-01,7.195442589251127563e-01,1.670904905929840034e-01,-6.470713959726785980e-01,-3.381209633120902391e-01
-4.805982248483551822e-01,6.100115741453527862e-01,-1.402988232558284976e+00,-1.622757174971076466e-01,-5.102676797207936765e-01
