1.018990993499755859e+01,-1.164989471435546875e-01,1.077794075012207031e+00,-1.632652282714843750e-01,-7.093429565429687500e-03,-2.250003814697265625e-01,1.008140850067138672e+01,6.298265457153320312e-01,8.443222045898437500e-01,-3.176050186157226562e-01,1.790094375610351562e-01,-1.604566574096679688e-01,9.291125297546386719e+00,-7.507410049438476562e-01,-1.428078651428222656e+00,-1.844310760498046875e-01,9.316577911376953125e-01,1.268777847290039062e-01,1.016874408721923828e+01,-7.648887634277343750e-01,2.655782699584960938e-01,6.356811523437500000e-02,-2.566223144531250000e-01,-4.710512161254882812e-01,1.046258163452148438e+01
1.031324100494384766e+01,-4.377460479736328125e-02,-3.741579055786132812e-01,5.769329071044921875e-01,-5.795679092407226562e-01,-3.110036849975585938e-01,1.004601192474365234e+01,-6.827802658081054688e-01,6.799201965332031250e-01,-3.554267883300781250e-01,2.009677886962890625e-02,-2.129650115966796875e-02,1.070749568939208984e+01,8.173160552978515625e-01,2.531061172485351562e-01,2.503509521484375000e-01,6.205673217773437500e-01,9.647941589355468750e-02,9.986659049987792969e+00,-3.108444213867187500e-01,-7.169303894042968750e-01,-2.255601882934570312e-01,-2.785110473632812500e-01,-1.216249465942382812e-01,1.017587852478027344e+01
9.902186393737792969e+00,-3.453950881958007812e-01,-2.389898300170898438e-01,3.379526138305664062e-01,3.940582275390625000e-02,6.519451141357421875e-01,1.089952659606933594e+01,3.188476562500000000e-01,3.791532516479492188e-01,9.982929229736328125e-01,-6.680965423583984375e-02,-5.063123703002929688e-01,1.007436656951904297e+01,-4.223985671997070312e-01,-3.036127090454101562e-01,7.379302978515625000e-01,-2.182092666625976562e-01,-1.946010589599609375e-01,1.030216407775878906e+01,1.362187385559082031e+00,-5.763225555419921875e-01,-6.147756576538085938e-01,-1.091521263122558594e+00,3.464813232421875000e-01,9.286458015441894531e+00
9.471809387207031250e+00,-1.318498611450195312e+00,5.975322723388671875e-01,2.482194900512695312e-01,-2.801332473754882812e-01,-1.978740692138671875e-01,1.059243392944335938e+01,1.374502182006835938e+00,5.206289291381835938e-01,-5.514898300170898438e-01,4.512853622436523438e-01,1.076307296752929688e-01,9.325562477111816406e+00,-3.652896881103515625e-01,-9.934787750244140625e-01,2.771978378295898438e-01,-5.710172653198242188e-01,-1.900644302368164062e-01,9.500787734985351562e+00,-9.721231460571289062e-01,1.189937591552734375e-01,-1.272987365722656250e+00,-4.481048583984375000e-01,-6.019744873046875000e-01,9.870936393737792969e+00
9.488810539245605469e+00,1.784400939941406250e-01,5.349254608154296875e-01,-1.991195678710937500e-01,-5.204830169677734375e-01,1.075118064880371094e+00,1.038548851013183594e+01,6.785345077514648438e-01,6.162500381469726562e-01,-1.093501091003417969e+00,9.289865493774414062e-01,1.759176254272460938e-01,9.882871627807617188e+00,8.070363998413085938e-01,1.283731460571289062e-01,4.806299209594726562e-01,3.993215560913085938e-01,1.092724800109863281e+00,1.016856002807617188e+01,-5.479211807250976562e-01,-2.366285324096679688e-01,-1.706324577331542969e+00,1.816654205322265625e-02,-9.438161849975585938e-01,9.772665023803710938e+00
1.000904655456542969e+01,-1.828308105468750000e-01,6.227703094482421875e-01,1.169380187988281250e+00,2.343921661376953125e-01,1.217470169067382812e-01,1.031362438201904297e+01,7.329339981079101562e-01,4.016008377075195312e-01,-1.523132324218750000e-01,4.967756271362304688e-01,3.023614883422851562e-01,9.883051872253417969e+00,4.585790634155273438e-01,1.884078979492187500e-02,7.760496139526367188e-01,-2.963075637817382812e-01,1.912431716918945312e-01,9.615715980529785156e+00,-4.570579528808593750e-01,-1.627616882324218750e-01,-8.540449142456054688e-01,-2.523183822631835938e-01,-4.608812332153320312e-01,9.611892700195312500e+00
1.059780597686767578e+01,1.058650970458984375e+00,1.562938690185546875e-01,1.813621520996093750e-01,2.406120300292968750e-03,9.880743026733398438e-01,1.052722930908203125e+01,-1.452121734619140625e-01,-3.296842575073242188e-01,-4.133329391479492188e-01,2.363138198852539062e-01,5.384445190429687500e-03,1.067782592773437500e+01,-8.841600418090820312e-01,-1.247463226318359375e-01,6.064701080322265625e-02,-3.798227310180664062e-01,-1.084895133972167969e+00,1.047709083557128906e+01,-1.126766204833984375e-02,2.577943801879882812e-01,-8.736801147460937500e-02,5.062198638916015625e-02,3.648357391357421875e-01,1.085319423675537109e+01
9.860046386718750000e+00,-4.170684814453125000e-01,5.240020751953125000e-01,6.975212097167968750e-01,-7.461166381835937500e-02,2.575340270996093750e-01,1.053464889526367188e+01,4.033565521240234375e-02,1.195607185363769531e+00,1.506595611572265625e-01,7.544174194335937500e-01,-4.038515090942382812e-01,1.009046173095703125e+01,1.465187072753906250e-01,-1.582784652709960938e-01,5.019826889038085938e-01,3.254661560058593750e-01,-2.794351577758789062e-01,9.664507865905761719e+00,-6.245288848876953125e-01,1.119775772094726562e-01,-3.373537063598632812e-01,-2.021045684814453125e-01,-2.424011230468750000e-01,1.004663562774658203e+01
1.006544780731201172e+01,2.544097900390625000e-01,-4.248495101928710938e-01,1.564788818359375000e-01,-1.121129035949707031e+00,1.098413467407226562e-01,9.920879364013671875e+00,1.293029785156250000e-01,1.245915412902832031e+00,-3.603200912475585938e-01,-3.143291473388671875e-01,3.843917846679687500e-01,1.017596817016601562e+01,-7.122611999511718750e-02,-2.837104797363281250e-01,-3.578357696533203125e-01,8.761692047119140625e-01,-6.960611343383789062e-01,9.551133155822753906e+00,-6.256427764892578125e-01,-6.942062377929687500e-01,2.111711502075195312e-01,3.269195556640625000e-02,3.155946731567382812e-01,1.049237060546875000e+01
9.928411483764648438e+00,-2.169294357299804688e-01,-2.968893051147460938e-01,-8.904104232788085938e-01,9.041004180908203125e-01,2.982530593872070312e-01,1.044359397888183594e+01,5.277423858642578125e-01,-2.652187347412109375e-01,2.984809875488281250e-01,-1.085411071777343750e+00,-7.759618759155273438e-01,9.139889717102050781e+00,7.035350799560546875e-01,-6.084213256835937500e-01,-8.737258911132812500e-01,-7.637166976928710938e-01,1.508741378784179688e+00,9.945096015930175781e+00,-5.032444000244140625e-02,5.744266510009765625e-01,-5.463752746582031250e-01,-1.495733261108398438e-01,-3.966827392578125000e-01,9.598737716674804688e+00
