9.922454833984375000e+00,1.067548465728759766e+01,9.464667320251464844e+00,1.015446758270263672e+01,9.572407722473144531e+00,1.016070175170898438e+01,1.018690013885498047e+01,1.011825847625732422e+01,1.016162204742431641e+01,9.867405891418457031e+00,9.412322044372558594e+00,1.026033878326416016e+01,9.635227203369140625e+00,8.848528861999511719e+00,9.726778984069824219e+00
9.789918899536132812e+00,9.806010246276855469e+00,8.886075973510742188e+00,9.350110054016113281e+00,9.481884002685546875e+00,9.311923980712890625e+00,9.766634941101074219e+00,9.483657836914062500e+00,8.766674041748046875e+00,9.908353805541992188e+00,9.622173309326171875e+00,9.206627845764160156e+00,9.204090118408203125e+00,1.053304576873779297e+01,9.519528388977050781e+00
1.045870399475097656e+01,1.038958168029785156e+01,1.075025272369384766e+01,1.041492938995361328e+01,1.074469566345214844e+01,9.967227935791015625e+00,1.026194953918457031e+01,9.915192604064941406e+00,9.980463027954101562e+00,9.848549842834472656e+00,1.023755550384521484e+01,9.916225433349609375e+00,1.001714324951171875e+01,1.059247112274169922e+01,1.003620624542236328e+01
1.001951599121093750e+01,1.063865661621093750e+01,9.182181358337402344e+00,9.706028938293457031e+00,1.048940753936767578e+01,9.870543479919433594e+00,9.886269569396972656e+00,9.229508399963378906e+00,1.002200126647949219e+01,9.797813415527343750e+00,1.011131000518798828e+01,9.344858169555664062e+00,9.450258255004882812e+00,9.578885078430175781e+00,1.022702789306640625e+01
9.106567382812500000e+00,9.936843872070312500e+00,9.380769729614257812e+00,9.754855155944824219e+00,1.012908554077148438e+01,9.994884490966796875e+00,9.461599349975585938e+00,9.197465896606445312e+00,9.282186508178710938e+00,9.722414016723632812e+00,9.538315773010253906e+00,1.008141994476318359e+01,9.276108741760253906e+00,8.800171852111816406e+00,9.604741096496582031e+00
9.759163856506347656e+00,9.823275566101074219e+00,9.695543289184570312e+00,9.287322044372558594e+00,9.593879699707031250e+00,9.958012580871582031e+00,9.550369262695312500e+00,9.423010826110839844e+00,9.384365081787109375e+00,9.787717819213867188e+00,9.120424270629882812e+00,9.042940139770507812e+00,9.074259757995605469e+00,9.383790016174316406e+00,9.669656753540039062e+00
9.909976959228515625e+00,9.853802680969238281e+00,1.007952785491943359e+01,1.018584918975830078e+01,9.613279342651367188e+00,1.007341194152832031e+01,9.955052375793457031e+00,9.889806747436523438e+00,9.767704010009765625e+00,9.807301521301269531e+00,1.072712326049804688e+01,1.058803558349609375e+01,9.783324241638183594e+00,9.720537185668945312e+00,1.009752750396728516e+01
1.023448753356933594e+01,1.044355106353759766e+01,1.029234600067138672e+01,1.054029464721679688e+01,1.068271923065185547e+01,1.044603252410888672e+01,9.712642669677734375e+00,1.074668216705322266e+01,1.009160232543945312e+01,1.007035827636718750e+01,1.008531951904296875e+01,9.534488677978515625e+00,1.048019886016845703e+01,1.046689414978027344e+01,1.016915893554687500e+01
1.070368862152099609e+01,1.098350620269775391e+01,1.070569324493408203e+01,9.571577072143554688e+00,9.425579071044921875e+00,9.998003959655761719e+00,1.043097591400146484e+01,1.013303661346435547e+01,1.073756217956542969e+01,1.027913665771484375e+01,1.023548793792724609e+01,9.515523910522460938e+00,9.973390579223632812e+00,9.363903045654296875e+00,9.800059318542480469e+00
9.700446128845214844e+00,1.083651542663574219e+01,9.657917976379394531e+00,1.059939193725585938e+01,1.031671142578125000e+01,1.022810268402099609e+01,1.061709880828857422e+01,1.052821063995361328e+01,1.053394412994384766e+01,1.038744926452636719e+01,9.640470504760742188e+00,1.011716938018798828e+01,1.031956863403320312e+01,1.002830505371093750e+01,9.942707061767578125e+00
